ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,Unnamed: 25,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22
7.0,0.0,17.0,1:06.103,0.0,,17.711,0.0,28.718000000000004,0.0,19.674,0.0,113.9,23:03.477,08:38,0:17.711,0:28.718,0:19.674,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,18.0,1:14.857,0.0,B,18.542,0.0,30.768,0.0,25.546999999999997,0.0,100.6,24:18.334,08:39,0:18.542,0:30.768,0:25.547,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,19.0,6:26.317,0.0,,5:32.584,0.0,33.702,0.0,20.031,0.0,19.5,30:44.651,08:45,5:32.584,0:33.702,0:20.031,,JÃ©rÃ´me D'AMBROSIO,0:05:26.296,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,20.0,1:05.431,0.0,,17.669,0.0,28.318,2.0,19.444000000000003,0.0,115.1,31:50.082,08:46,0:17.669,0:28.318,0:19.444,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,21.0,1:07.861,0.0,,17.516,0.0,30.715,0.0,19.63,0.0,111.0,32:57.943,08:47,0:17.516,0:30.715,0:19.630,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,22.0,1:07.440,0.0,,17.531,0.0,29.795,0.0,20.114,0.0,111.7,34:05.383,08:49,0:17.531,0:29.795,0:20.114,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,23.0,1:51.769,0.0,B,18.233,0.0,51.721000000000004,0.0,41.815,0.0,67.4,35:57.152,08:50,0:18.233,0:51.721,0:41.815,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,24.0,2:32.174,0.0,,1:42.547,0.0,29.901,0.0,19.726,0.0,49.5,38:29.326,08:53,1:42.547,0:29.901,0:19.726,,JÃ©rÃ´me D'AMBROSIO,0:01:36.171,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,25.0,1:07.783,0.0,,17.556,0.0,30.133000000000003,0.0,20.094,0.0,111.1,39:37.109,08:54,0:17.556,0:30.133,0:20.094,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,26.0,1:07.570,0.0,,17.403,0.0,28.625,0.0,21.541999999999998,0.0,111.5,40:44.679,08:55,0:17.403,0:28.625,0:21.542,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,27.0,1:05.915,0.0,,17.229,2.0,28.595,0.0,20.090999999999998,0.0,114.3,41:50.594,08:56,0:17.229,0:28.595,0:20.091,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,28.0,1:11.482,0.0,B,17.577,0.0,28.55,0.0,25.355,0.0,105.4,43:02.076,08:58,0:17.577,0:28.550,0:25.355,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,29.0,1:56.837,0.0,,1:09.135,0.0,29.046,0.0,18.656,2.0,64.5,44:58.913,08:59,1:09.135,0:29.046,0:18.656,,JÃ©rÃ´me D'AMBROSIO,0:01:04.035,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,30.0,1:05.257,2.0,,17.335,0.0,28.368000000000002,0.0,19.554000000000002,0.0,115.4,46:04.170,09:01,0:17.335,0:28.368,0:19.554,,JÃ©rÃ´me D'AMBROSIO,,,,Dragon Racing,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,1.0,1:40.780,0.0,,47.652,0.0,32.356,0.0,20.772,0.0,74.7,1:40.780,08:16,0:47.652,0:32.356,0:20.772,,Salvador DURAN,0:00:37.351,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,2.0,1:10.070,0.0,,18.876,0.0,30.899,0.0,20.295,0.0,107.5,2:50.850,08:17,0:18.876,0:30.899,0:20.295,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,3.0,1:08.282,0.0,,18.500,0.0,30.004,0.0,19.778,0.0,110.3,3:59.132,08:18,0:18.500,0:30.004,0:19.778,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,4.0,1:10.255,0.0,,18.119,0.0,30.35,0.0,21.785999999999998,0.0,107.2,5:09.387,08:20,0:18.119,0:30.350,0:21.786,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,5.0,1:13.390,0.0,,20.820,0.0,32.37,0.0,20.2,0.0,102.6,6:22.777,08:21,0:20.820,0:32.370,0:20.200,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,6.0,1:07.117,0.0,,17.924,0.0,29.449,0.0,19.744,0.0,112.2,7:29.894,08:22,0:17.924,0:29.449,0:19.744,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,7.0,1:06.583,0.0,,17.767,0.0,29.127,0.0,19.689,0.0,113.1,8:36.477,08:23,0:17.767,0:29.127,0:19.689,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,8.0,1:14.196,0.0,B,17.896,0.0,29.419,0.0,26.881,0.0,101.5,9:50.673,08:24,0:17.896,0:29.419,0:26.881,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,9.0,4:39.184,0.0,,3:45.259,0.0,33.461,0.0,20.464000000000002,0.0,27.0,14:29.857,08:29,3:45.259,0:33.461,0:20.464,,Salvador DURAN,0:03:38.879,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,10.0,1:12.945,0.0,,19.329,0.0,33.468,0.0,20.148,0.0,103.2,15:42.802,08:30,0:19.329,0:33.468,0:20.148,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,11.0,1:08.048,0.0,,18.144,0.0,29.441,0.0,20.463,0.0,110.7,16:50.850,08:31,0:18.144,0:29.441,0:20.463,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,12.0,1:08.150,0.0,,18.508,0.0,29.698,0.0,19.944000000000003,0.0,110.5,17:59.000,08:32,0:18.508,0:29.698,0:19.944,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,13.0,1:08.362,0.0,,18.634,0.0,29.941999999999997,0.0,19.785999999999998,0.0,110.2,19:07.362,08:34,0:18.634,0:29.942,0:19.786,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,14.0,1:07.510,0.0,,18.138,0.0,29.298000000000002,0.0,20.074,0.0,111.6,20:14.872,08:35,0:18.138,0:29.298,0:20.074,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,15.0,1:19.326,0.0,B,18.698,0.0,32.373000000000005,0.0,28.255,0.0,94.9,21:34.198,08:36,0:18.698,0:32.373,0:28.255,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,16.0,4:41.916,0.0,,3:51.061,0.0,30.763,0.0,20.092,0.0,26.7,26:16.114,08:41,3:51.061,0:30.763,0:20.092,,Salvador DURAN,0:03:45.109,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,17.0,1:07.907,0.0,,18.234,0.0,29.671999999999997,0.0,20.000999999999998,0.0,110.9,27:24.021,08:42,0:18.234,0:29.672,0:20.001,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,18.0,1:07.217,0.0,,18.022,0.0,29.111,0.0,20.084,0.0,112.0,28:31.238,08:43,0:18.022,0:29.111,0:20.084,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,19.0,1:06.797,0.0,,18.009,0.0,28.953000000000003,0.0,19.835,0.0,112.7,29:38.035,08:44,0:18.009,0:28.953,0:19.835,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,20.0,1:07.269,0.0,,18.011,0.0,29.252,0.0,20.006,0.0,112.0,30:45.304,08:45,0:18.011,0:29.252,0:20.006,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,21.0,1:06.893,0.0,,17.801,0.0,29.246,0.0,19.846,0.0,112.6,31:52.197,08:46,0:17.801,0:29.246,0:19.846,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,22.0,1:06.361,0.0,,17.861,0.0,28.739,0.0,19.761,0.0,113.5,32:58.558,08:47,0:17.861,0:28.739,0:19.761,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,23.0,1:09.838,0.0,,17.868,0.0,31.776,0.0,20.194000000000003,0.0,107.8,34:08.396,08:49,0:17.868,0:31.776,0:20.194,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,24.0,1:40.855,0.0,B,17.945,0.0,38.414,0.0,44.496,0.0,74.7,35:49.251,08:50,0:17.945,0:38.414,0:44.496,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,25.0,2:46.677,0.0,,1:56.967,0.0,29.451,0.0,20.259,0.0,45.2,38:35.928,08:53,1:56.967,0:29.451,0:20.259,,Salvador DURAN,0:01:51.497,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,26.0,1:06.204,0.0,,17.903,0.0,28.756999999999998,0.0,19.544,2.0,113.8,39:42.132,08:54,0:17.903,0:28.757,0:19.544,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,27.0,1:07.704,0.0,,17.722,0.0,30.078000000000003,0.0,19.904,0.0,111.2,40:49.836,08:55,0:17.722,0:30.078,0:19.904,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,28.0,1:06.668,0.0,,17.778,0.0,29.183000000000003,0.0,19.707,0.0,113.0,41:56.504,08:56,0:17.778,0:29.183,0:19.707,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,29.0,1:11.701,0.0,,21.301,0.0,30.405,0.0,19.995,0.0,105.0,43:08.205,08:58,0:21.301,0:30.405,0:19.995,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,30.0,1:05.944,2.0,,17.664,0.0,28.69,2.0,19.59,0.0,114.2,44:14.149,08:59,0:17.664,0:28.690,0:19.590,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,31.0,1:06.126,0.0,,17.605,2.0,28.828000000000003,0.0,19.692999999999998,0.0,113.9,45:20.275,09:00,0:17.605,0:28.828,0:19.693,,Salvador DURAN,,,,Team Aguri,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,1.0,1:14.367,0.0,,20.760,0.0,32.573,0.0,21.034000000000002,0.0,101.3,1:14.367,08:16,0:20.760,0:32.573,0:21.034,,Nicolas PROST,0:00:10.825,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,2.0,1:10.823,0.0,,19.523,0.0,31.031,0.0,20.269000000000002,0.0,106.3,2:25.190,08:17,0:19.523,0:31.031,0:20.269,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,3.0,1:08.162,0.0,,18.701,0.0,29.629,0.0,19.832,0.0,110.5,3:33.352,08:18,0:18.701,0:29.629,0:19.832,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,4.0,1:06.650,0.0,,17.939,0.0,28.941999999999997,0.0,19.769000000000002,0.0,113.0,4:40.002,08:19,0:17.939,0:28.942,0:19.769,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,5.0,1:06.626,0.0,,17.823,0.0,29.033,0.0,19.77,0.0,113.0,5:46.628,08:20,0:17.823,0:29.033,0:19.770,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,6.0,1:10.933,0.0,B,17.787,0.0,28.718000000000004,0.0,24.428,0.0,106.2,6:57.561,08:21,0:17.787,0:28.718,0:24.428,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,7.0,4:36.403,0.0,,3:46.017,0.0,30.236,0.0,20.15,0.0,27.2,11:33.964,08:26,3:46.017,0:30.236,0:20.150,,Nicolas PROST,0:03:40.597,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,8.0,1:06.128,0.0,,17.828,0.0,28.611,0.0,19.689,0.0,113.9,12:40.092,08:27,0:17.828,0:28.611,0:19.689,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,9.0,1:06.059,0.0,,17.565,0.0,28.805999999999997,0.0,19.688,0.0,114.0,13:46.151,08:28,0:17.565,0:28.806,0:19.688,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,10.0,1:08.355,0.0,,18.039,0.0,30.105999999999998,0.0,20.21,0.0,110.2,14:54.506,08:29,0:18.039,0:30.106,0:20.210,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,11.0,1:06.271,0.0,,18.248,0.0,29.552,0.0,18.471,3.0,113.6,16:00.777,08:31,0:18.248,0:29.552,0:18.471,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,12.0,1:07.921,0.0,,18.350,0.0,29.619,0.0,19.952,0.0,110.9,17:08.698,08:32,0:18.350,0:29.619,0:19.952,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,13.0,1:07.914,0.0,,18.045,0.0,29.395,0.0,20.474,0.0,110.9,18:16.612,08:33,0:18.045,0:29.395,0:20.474,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,14.0,1:06.914,0.0,,18.213,0.0,28.879,0.0,19.822,0.0,112.6,19:23.526,08:34,0:18.213,0:28.879,0:19.822,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,15.0,1:06.941,0.0,,18.052,0.0,29.118000000000002,0.0,19.771,0.0,112.5,20:30.467,08:35,0:18.052,0:29.118,0:19.771,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,16.0,1:11.192,0.0,B,17.868,0.0,28.891,0.0,24.433000000000003,0.0,105.8,21:41.659,08:36,0:17.868,0:28.891,0:24.433,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,17.0,5:40.107,0.0,,4:50.847,0.0,29.594,0.0,19.666,0.0,22.1,27:21.766,08:42,4:50.847,0:29.594,0:19.666,,Nicolas PROST,0:04:41.468,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,18.0,1:05.149,2.0,,17.383,0.0,28.238000000000003,2.0,19.528,0.0,115.6,28:26.915,08:43,0:17.383,0:28.238,0:19.528,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,19.0,1:07.698,0.0,,17.471,0.0,30.241999999999997,0.0,19.985,0.0,111.2,29:34.613,08:44,0:17.471,0:30.242,0:19.985,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,20.0,1:05.848,0.0,,17.473,0.0,28.889,0.0,19.486,0.0,114.4,30:40.461,08:45,0:17.473,0:28.889,0:19.486,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,21.0,1:11.386,0.0,B,17.330,0.0,29.018,0.0,25.038,0.0,105.5,31:51.847,08:46,0:17.330,0:29.018,0:25.038,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,22.0,6:33.517,0.0,,5:38.385,0.0,33.785,0.0,21.346999999999998,0.0,19.1,38:25.364,08:53,5:38.385,0:33.785,0:21.347,,Nicolas PROST,0:05:32.484,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,23.0,1:10.621,0.0,,19.150,0.0,30.63,0.0,20.840999999999998,0.0,106.6,39:35.985,08:54,0:19.150,0:30.630,0:20.841,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,24.0,1:05.175,0.0,,17.296,0.0,28.533,0.0,19.346,0.0,115.6,40:41.160,08:55,0:17.296,0:28.533,0:19.346,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,25.0,1:05.305,0.0,,17.303,0.0,28.476999999999997,0.0,19.525,0.0,115.3,41:46.465,08:56,0:17.303,0:28.477,0:19.525,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,26.0,1:05.560,0.0,,17.174,2.0,28.753,0.0,19.633,0.0,114.9,42:52.025,08:57,0:17.174,0:28.753,0:19.633,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,27.0,1:05.177,0.0,,17.286,0.0,28.315,0.0,19.576,0.0,115.5,43:57.202,08:58,0:17.286,0:28.315,0:19.576,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,28.0,1:05.609,0.0,,17.249,0.0,28.587,0.0,19.773,0.0,114.8,45:02.811,09:00,0:17.249,0:28.587,0:19.773,,Nicolas PROST,,,,Renault e.Dams,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,1.0,2:07.057,0.0,,1:11.896,0.0,33.53,0.0,21.631,0.0,59.3,2:07.057,08:17,1:11.896,0:33.530,0:21.631,,Oliver TURVEY,0:01:01.338,,,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,2.0,1:10.425,0.0,,19.641,0.0,30.561999999999998,0.0,20.222,0.0,106.9,3:17.482,08:18,0:19.641,0:30.562,0:20.222,,Oliver TURVEY,,,,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,3.0,1:08.102,0.0,,18.675,0.0,29.337,0.0,20.09,0.0,110.6,4:25.584,08:19,0:18.675,0:29.337,0:20.090,,Oliver TURVEY,,,,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,4.0,1:08.378,0.0,,18.524,0.0,29.838,0.0,20.016,0.0,110.1,5:33.962,08:20,0:18.524,0:29.838,0:20.016,,Oliver TURVEY,,,,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,5.0,1:07.592,0.0,,18.479,0.0,29.055,0.0,20.058,0.0,111.4,6:41.554,08:21,0:18.479,0:29.055,0:20.058,,Oliver TURVEY,,,,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Mexico\FP1\23_Analysis_Non Qualifying Practice 1.CSV,,,,,,,,,,,,,,,,,,,,
