ï»¿POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH,LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 35,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25,ï»¿TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,Unnamed: 8,ï»¿POSITION,STATUS,LAPS,TOTAL_TIME,FL_LAPNUM,FL_TIME,FL_KPH,Unnamed: 37,POWER,Unnamed: 26
,,,,,,,,Nissan e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,23.0,1.0,11.0,1:16.002,0.0,,16.920,0.0,36.314,0.0,22.768,0.0,99.1,17:29.004,10:17:29.004,0:16.920,0:36.314,0:22.768,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nissan e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,23.0,1.0,12.0,1:13.269,0.0,,18.617,0.0,34.366,0.0,20.285999999999998,0.0,102.8,18:42.273,10:18:42.273,0:18.617,0:34.366,0:20.286,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nissan e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,23.0,1.0,13.0,1:00.897,0.0,,14.217,0.0,27.769000000000002,0.0,18.910999999999998,0.0,123.7,19:43.170,10:19:43.170,0:14.217,0:27.769,0:18.911,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nissan e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,23.0,1.0,14.0,1:09.209,0.0,B,14.844,0.0,29.149,0.0,25.215999999999998,0.0,108.9,20:52.379,10:20:52.379,0:14.844,0:29.149,0:25.216,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nissan e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,23.0,1.0,15.0,6:54.495,0.0,,6:00.004,0.0,33.896,0.0,20.595,0.0,18.2,27:46.874,10:27:46.874,6:00.004,0:33.896,0:20.595,,SÃ©bastien BUEMI,0:05:52.939,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nissan e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,23.0,1.0,16.0,1:08.595,0.0,,15.174,0.0,32.695,0.0,20.726,0.0,109.8,28:55.469,10:28:55.469,0:15.174,0:32.695,0:20.726,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nissan e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,23.0,1.0,17.0,59.248,2.0,,13.548,2.0,27.483,2.0,18.217,2.0,127.2,29:54.717,10:29:54.717,0:13.548,0:27.483,0:18.217,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nissan e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,23.0,1.0,18.0,1:09.099,0.0,B,15.672,0.0,29.006,0.0,24.421,0.0,109.0,31:03.816,10:31:03.816,0:15.672,0:29.006,0:24.421,,SÃ©bastien BUEMI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,1.0,1:18.617,0.0,,25.885,0.0,31.148000000000003,0.0,21.584,0.0,90.4,1:18.617,10:01:18.617,0:25.885,0:31.148,0:21.584,,Jean-Eric VERGNE,0:00:12.970,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,2.0,1:06.445,0.0,,14.756,0.0,31.125999999999998,0.0,20.563000000000002,0.0,113.4,2:25.062,10:02:25.062,0:14.756,0:31.126,0:20.563,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,3.0,1:01.090,0.0,,14.010,0.0,28.561,0.0,18.519000000000002,0.0,123.3,3:26.152,10:03:26.152,0:14.010,0:28.561,0:18.519,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,4.0,1:09.663,0.0,,16.978,0.0,31.666999999999998,0.0,21.018,0.0,108.2,4:35.815,10:04:35.815,0:16.978,0:31.667,0:21.018,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,5.0,1:02.895,0.0,,14.910,0.0,28.788,0.0,19.197,0.0,119.8,5:38.710,10:05:38.710,0:14.910,0:28.788,0:19.197,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,6.0,1:02.476,0.0,,14.767,0.0,28.53,0.0,19.179000000000002,0.0,120.6,6:41.186,10:06:41.186,0:14.767,0:28.530,0:19.179,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,7.0,1:18.258,0.0,,19.761,0.0,37.125,0.0,21.372,0.0,96.3,7:59.444,10:07:59.444,0:19.761,0:37.125,0:21.372,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,8.0,1:01.065,0.0,,14.235,0.0,27.984,0.0,18.846,0.0,123.4,9:00.509,10:09:00.509,0:14.235,0:27.984,0:18.846,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,9.0,1:11.211,0.0,,18.229,0.0,33.326,0.0,19.656,0.0,105.8,10:11.720,10:10:11.720,0:18.229,0:33.326,0:19.656,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,10.0,1:00.982,0.0,,14.188,0.0,27.961,0.0,18.833,0.0,123.6,11:12.702,10:11:12.702,0:14.188,0:27.961,0:18.833,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,11.0,1:07.537,0.0,,15.748,0.0,31.526999999999997,0.0,20.262,0.0,111.6,12:20.239,10:12:20.239,0:15.748,0:31.527,0:20.262,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,12.0,1:03.022,0.0,,14.152,0.0,28.265,0.0,20.605,0.0,119.6,13:23.261,10:13:23.261,0:14.152,0:28.265,0:20.605,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,13.0,1:10.457,0.0,B,14.230,0.0,30.057,0.0,26.17,0.0,106.9,14:33.718,10:14:33.718,0:14.230,0:30.057,0:26.170,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,14.0,8:57.884,0.0,,8:07.637,0.0,31.171,0.0,19.076,0.0,14.0,23:31.602,10:23:31.602,8:07.637,0:31.171,0:19.076,,Jean-Eric VERGNE,0:08:00.269,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,15.0,59.600,2.0,,13.749,2.0,27.585,2.0,18.266,2.0,126.4,24:31.202,10:24:31.202,0:13.749,0:27.585,0:18.266,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,25.0,1.0,16.0,1:12.364,0.0,B,16.309,0.0,31.096,0.0,24.959,0.0,104.1,25:43.566,10:25:43.566,0:16.309,0:31.096,0:24.959,,Jean-Eric VERGNE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,1.0,2:03.206,0.0,,1:04.710,0.0,35.654,0.0,22.842,0.0,57.7,2:03.206,10:02:03.206,1:04.710,0:35.654,0:22.842,,Alexander SIMS,0:00:52.534,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,2.0,1:00.619,0.0,,14.010,0.0,27.844,0.0,18.765,0.0,124.3,3:03.825,10:03:03.825,0:14.010,0:27.844,0:18.765,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,3.0,1:15.795,0.0,,16.143,0.0,35.306,0.0,24.346,0.0,99.4,4:19.620,10:04:19.620,0:16.143,0:35.306,0:24.346,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,4.0,1:04.180,0.0,,14.021,0.0,27.711,0.0,22.448,0.0,117.4,5:23.800,10:05:23.800,0:14.021,0:27.711,0:22.448,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,5.0,1:12.653,0.0,,17.229,0.0,31.677,0.0,23.747,0.0,103.7,6:36.453,10:06:36.453,0:17.229,0:31.677,0:23.747,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,6.0,1:00.355,2.0,,14.095,0.0,27.649,0.0,18.611,0.0,124.8,7:36.808,10:07:36.808,0:14.095,0:27.649,0:18.611,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,7.0,1:11.962,0.0,,17.113,0.0,34.388000000000005,0.0,20.461,0.0,104.7,8:48.770,10:08:48.770,0:17.113,0:34.388,0:20.461,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,8.0,1:00.603,0.0,,13.967,2.0,27.919,0.0,18.717,0.0,124.3,9:49.373,10:09:49.373,0:13.967,0:27.919,0:18.717,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,9.0,1:09.761,0.0,B,15.398,0.0,29.093000000000004,0.0,25.27,0.0,108.0,10:59.134,10:10:59.134,0:15.398,0:29.093,0:25.270,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,10.0,6:36.688,0.0,,5:38.216,0.0,35.917,0.0,22.555,0.0,19.0,17:35.822,10:17:35.822,5:38.216,0:35.917,0:22.555,,Alexander SIMS,0:05:29.944,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,11.0,1:07.830,0.0,,22.108,0.0,27.526999999999997,2.0,18.195,2.0,111.1,18:43.652,10:18:43.652,0:22.108,0:27.527,0:18.195,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,12.0,1:05.920,0.0,,14.691,0.0,30.791,0.0,20.438,0.0,114.3,19:49.572,10:19:49.572,0:14.691,0:30.791,0:20.438,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,13.0,1:00.967,0.0,,14.114,0.0,28.112,0.0,18.741,0.0,123.6,20:50.539,10:20:50.539,0:14.114,0:28.112,0:18.741,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,14.0,1:07.516,0.0,B,14.901,0.0,29.011,0.0,23.604,0.0,111.6,21:58.055,10:21:58.055,0:14.901,0:29.011,0:23.604,,Alexander SIMS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,27.0,1.0,15.0,8:56.838,0.0,,7:37.824,0.0,43.67100000000001,0.0,35.343,0.0,14.0,30:54.893,10:30:54.893,7:37.824,0:43.671,0:35.343,,Alexander SIMS,0:07:28.610,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,1.0,7:16.044,0.0,,6:24.205,0.0,32.024,0.0,19.815,0.0,16.3,7:16.044,10:07:16.044,6:24.205,0:32.024,0:19.815,,Antonio Felix DA COSTA,0:06:13.388,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,2.0,59.461,0.0,,13.753,0.0,27.404,0.0,18.304000000000002,0.0,126.7,8:15.505,10:08:15.505,0:13.753,0:27.404,0:18.304,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,3.0,1:03.135,0.0,,14.675,0.0,29.345,0.0,19.115,0.0,119.3,9:18.640,10:09:18.640,0:14.675,0:29.345,0:19.115,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,4.0,1:12.159,0.0,,19.548,0.0,33.194,0.0,19.417,0.0,104.4,10:30.799,10:10:30.799,0:19.548,0:33.194,0:19.417,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,5.0,1:00.598,0.0,,14.147,0.0,27.753,0.0,18.698,0.0,124.3,11:31.397,10:11:31.397,0:14.147,0:27.753,0:18.698,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,6.0,1:19.300,0.0,,19.729,0.0,36.677,0.0,22.894000000000002,0.0,95.0,12:50.697,10:12:50.697,0:19.729,0:36.677,0:22.894,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,7.0,1:00.754,0.0,,14.132,0.0,27.845,0.0,18.777,0.0,124.0,13:51.451,10:13:51.451,0:14.132,0:27.845,0:18.777,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,8.0,1:07.834,0.0,B,14.407,0.0,28.392,0.0,25.035,0.0,111.1,14:59.285,10:14:59.285,0:14.407,0:28.392,0:25.035,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,9.0,5:26.029,0.0,,4:35.383,0.0,31.131,0.0,19.515,0.0,23.1,20:25.314,10:20:25.314,4:35.383,0:31.131,0:19.515,,Antonio Felix DA COSTA,0:04:28.289,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,10.0,58.963,3.0,,13.589,2.0,27.340999999999998,3.0,18.033,3.0,127.8,21:24.277,10:21:24.277,0:13.589,0:27.341,0:18.033,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,11.0,1:07.718,0.0,B,14.375,0.0,28.82,0.0,24.523000000000003,0.0,111.3,22:31.995,10:22:31.995,0:14.375,0:28.820,0:24.523,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,28.0,1.0,12.0,8:23.983,0.0,,7:14.694,0.0,43.224,0.0,26.065,0.0,15.0,30:55.978,10:30:55.978,7:14.694,0:43.224,0:26.065,,Antonio Felix DA COSTA,0:07:02.931,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,1.0,1:53.893,0.0,,56.511,0.0,36.084,0.0,21.298000000000002,0.0,62.4,1:53.893,10:01:53.893,0:56.511,0:36.084,0:21.298,,Nelson PIQUET,0:00:44.398,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,2.0,1:09.217,0.0,,15.577,0.0,33.796,0.0,19.844,0.0,108.9,3:03.110,10:03:03.110,0:15.577,0:33.796,0:19.844,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,3.0,1:01.010,0.0,,14.249,0.0,28.046999999999997,0.0,18.714000000000002,0.0,123.5,4:04.120,10:04:04.120,0:14.249,0:28.047,0:18.714,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,4.0,1:24.554,0.0,,19.066,0.0,37.666,0.0,27.822,0.0,89.1,5:28.674,10:05:28.674,0:19.066,0:37.666,0:27.822,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,5.0,1:01.136,0.0,,14.326,0.0,28.041,0.0,18.769000000000002,0.0,123.2,6:29.810,10:06:29.810,0:14.326,0:28.041,0:18.769,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,6.0,1:09.100,0.0,B,14.378,0.0,29.276,0.0,25.445999999999998,0.0,109.0,7:38.910,10:07:38.910,0:14.378,0:29.276,0:25.446,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,7.0,7:41.148,0.0,,6:41.851,0.0,37.082,0.0,22.215,0.0,16.3,15:20.058,10:15:20.058,6:41.851,0:37.082,0:22.215,,Nelson PIQUET,0:06:33.524,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,8.0,59.474,2.0,,13.636,2.0,27.695999999999998,2.0,18.142,2.0,126.7,16:19.532,10:16:19.532,0:13.636,0:27.696,0:18.142,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,9.0,1:05.042,0.0,,13.880,0.0,30.967,0.0,20.195,0.0,115.8,17:24.574,10:17:24.574,0:13.880,0:30.967,0:20.195,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,10.0,1:00.933,0.0,,14.225,0.0,27.846,0.0,18.862000000000002,0.0,123.7,18:25.507,10:18:25.507,0:14.225,0:27.846,0:18.862,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Mexico\FP2\23_Analysis_Free Practice 2.CSV,3.0,1.0,11.0,1:21.017,0.0,B,25.799,0.0,30.201999999999998,0.0,25.016,0.0,93.0,19:46.524,10:19:46.524,0:25.799,0:30.202,0:25.016,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
