ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,6.0,0.0,15.0,1:30.519,0.0,,16.909000000000002,0.0,33.088,0.0,40.522,0.0,116.3,22:48.174,16:26,0:16.909,0:33.088,0:40.522,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,6.0,0.0,16.0,1:30.578,0.0,,16.555,0.0,33.387,0.0,40.636,0.0,116.3,24:18.752,16:27,0:16.555,0:33.387,0:40.636,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,6.0,0.0,17.0,2:40.326,0.0,,16.815,0.0,33.212,0.0,1:50.299,0.0,65.7,26:59.078,16:30,0:16.815,0:33.212,1:50.299,,LoÃ¯c DUVAL,0:01:10.882,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,6.0,0.0,18.0,1:31.638,0.0,,17.288,0.0,33.689,0.0,40.661,0.0,114.9,28:30.716,16:32,0:17.288,0:33.689,0:40.661,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,6.0,0.0,19.0,1:29.876,0.0,,16.473,0.0,33.008,0.0,40.395,0.0,117.2,30:00.592,16:33,0:16.473,0:33.008,0:40.395,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,6.0,0.0,20.0,1:56.644,0.0,,16.797,0.0,40.826,0.0,59.021,0.0,90.3,31:57.236,16:35,0:16.797,0:40.826,0:59.021,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,6.0,0.0,21.0,2:18.184,0.0,,30.65,0.0,47.367,0.0,1:00.167,0.0,76.2,34:15.420,16:37,0:30.650,0:47.367,1:00.167,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,6.0,0.0,22.0,2:44.333,0.0,,29.873,0.0,55.480,0.0,1:18.980,0.0,64.1,36:59.753,16:40,0:29.873,0:55.480,1:18.980,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,6.0,0.0,23.0,2:17.981,0.0,,40.113,0.0,53.906,0.0,43.962,0.0,76.3,39:17.734,16:42,0:40.113,0:53.906,0:43.962,,LoÃ¯c DUVAL,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,1.0,1:40.179,0.0,,23.831,0.0,34.660,0.0,41.688,0.0,105.1,1:40.179,16:05,0:23.831,0:34.660,0:41.688,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,2.0,1:31.785,0.0,,17.027,0.0,33.353,0.0,41.405,0.0,114.7,3:11.964,16:06,0:17.027,0:33.353,0:41.405,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,3.0,1:30.558,0.0,,16.957,0.0,33.230,0.0,40.371,0.0,116.3,4:42.522,16:08,0:16.957,0:33.230,0:40.371,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,4.0,1:29.682,0.0,,16.559,0.0,32.601,0.0,40.522,0.0,117.4,6:12.204,16:09,0:16.559,0:32.601,0:40.522,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,5.0,1:30.499,0.0,,16.227,0.0,32.982,0.0,41.290,0.0,116.4,7:42.703,16:11,0:16.227,0:32.982,0:41.290,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,6.0,1:30.144,0.0,,16.722,0.0,32.699,0.0,40.723,0.0,116.8,9:12.847,16:12,0:16.722,0:32.699,0:40.723,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,7.0,1:29.483,0.0,,16.491,0.0,32.496,0.0,40.496,0.0,117.7,10:42.330,16:14,0:16.491,0:32.496,0:40.496,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,8.0,1:30.797,0.0,,16.284000000000002,0.0,33.386,0.0,41.127,0.0,116.0,12:13.127,16:15,0:16.284,0:33.386,0:41.127,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,9.0,1:30.013,0.0,,16.188,2.0,33.060,0.0,40.765,0.0,117.0,13:43.140,16:17,0:16.188,0:33.060,0:40.765,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,10.0,1:30.130,0.0,,16.461,0.0,33.288,0.0,40.381,0.0,116.8,15:13.270,16:18,0:16.461,0:33.288,0:40.381,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,11.0,1:29.970,0.0,,16.261,0.0,32.975,0.0,40.734,0.0,117.0,16:43.240,16:20,0:16.261,0:32.975,0:40.734,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,12.0,1:30.524,0.0,,16.39,0.0,32.894,0.0,41.240,0.0,116.3,18:13.764,16:21,0:16.390,0:32.894,0:41.240,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,13.0,1:29.098,2.0,,16.257,0.0,32.395,2.0,40.446,0.0,118.2,19:42.862,16:23,0:16.257,0:32.395,0:40.446,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,14.0,1:31.202,0.0,,17.131,0.0,33.243,0.0,40.828,0.0,115.5,21:14.064,16:24,0:17.131,0:33.243,0:40.828,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,15.0,1:29.964,0.0,,16.475,0.0,32.772,0.0,40.717,0.0,117.0,22:44.028,16:26,0:16.475,0:32.772,0:40.717,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,16.0,1:31.089,0.0,,16.955,0.0,33.399,0.0,40.735,0.0,115.6,24:15.117,16:27,0:16.955,0:33.399,0:40.735,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,17.0,2:40.965,0.0,,17.203,0.0,33.544,0.0,1:50.218,0.0,65.4,26:56.082,16:30,0:17.203,0:33.544,1:50.218,,Daniel ABT,0:01:10.692,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,18.0,1:29.958,0.0,,16.848,0.0,32.835,0.0,40.275,2.0,117.1,28:26.040,16:32,0:16.848,0:32.835,0:40.275,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,66.0,0.0,19.0,1:29.237,0.0,,16.259,0.0,32.586,0.0,40.392,0.0,118.0,29:55.277,16:33,0:16.259,0:32.586,0:40.392,,Daniel ABT,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,1.0,1:43.194,0.0,,25.823,0.0,35.682,0.0,41.689,0.0,102.0,1:43.194,16:05,0:25.823,0:35.682,0:41.689,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,2.0,1:31.542,0.0,,16.773,0.0,33.915,0.0,40.854,0.0,115.0,3:14.736,16:06,0:16.773,0:33.915,0:40.854,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,3.0,1:31.136,0.0,,16.615,0.0,33.604,0.0,40.917,0.0,115.5,4:45.872,16:08,0:16.615,0:33.604,0:40.917,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,4.0,1:30.929,0.0,,16.599,0.0,33.698,0.0,40.632,0.0,115.8,6:16.801,16:09,0:16.599,0:33.698,0:40.632,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,5.0,1:30.198,0.0,,16.437,0.0,32.849,0.0,40.912,0.0,116.7,7:46.999,16:11,0:16.437,0:32.849,0:40.912,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,6.0,1:29.623,0.0,,16.253,0.0,32.818,0.0,40.552,0.0,117.5,9:16.622,16:12,0:16.253,0:32.818,0:40.552,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,7.0,1:29.728,0.0,,16.320999999999998,0.0,32.808,0.0,40.599,0.0,117.4,10:46.350,16:14,0:16.321,0:32.808,0:40.599,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,8.0,1:30.292,0.0,,16.515,0.0,32.756,0.0,41.021,0.0,116.6,12:16.642,16:15,0:16.515,0:32.756,0:41.021,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,9.0,1:29.388,0.0,,16.428,0.0,32.846,0.0,40.114,0.0,117.8,13:46.030,16:17,0:16.428,0:32.846,0:40.114,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,10.0,1:29.849,0.0,,16.505,0.0,32.721,0.0,40.623,0.0,117.2,15:15.879,16:18,0:16.505,0:32.721,0:40.623,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,11.0,1:29.189,0.0,,16.195999999999998,0.0,32.765,0.0,40.228,0.0,118.1,16:45.068,16:20,0:16.196,0:32.765,0:40.228,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,12.0,1:30.467,0.0,,16.551,0.0,32.554,0.0,41.362,0.0,116.4,18:15.535,16:21,0:16.551,0:32.554,0:41.362,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,13.0,1:30.171,0.0,,16.398,0.0,32.643,0.0,41.130,0.0,116.8,19:45.706,16:23,0:16.398,0:32.643,0:41.130,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,14.0,1:30.056,0.0,,16.468,0.0,32.660,0.0,40.928,0.0,116.9,21:15.762,16:24,0:16.468,0:32.660,0:40.928,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,15.0,1:29.983,0.0,,16.412,0.0,33.050,0.0,40.521,0.0,117.0,22:45.745,16:26,0:16.412,0:33.050,0:40.521,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,16.0,2:42.496,0.0,,16.724,0.0,33.165,0.0,1:52.607,0.0,64.8,25:28.241,16:29,0:16.724,0:33.165,1:52.607,,JÃ©rÃ´me D'AMBROSIO,0:01:13.238,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,17.0,1:30.938,0.0,,17.256,0.0,33.174,0.0,40.508,0.0,115.8,26:59.179,16:30,0:17.256,0:33.174,0:40.508,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,18.0,1:31.091,0.0,,16.704,0.0,33.680,0.0,40.707,0.0,115.6,28:30.270,16:32,0:16.704,0:33.680,0:40.707,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,19.0,1:31.189,0.0,,16.476,0.0,33.058,0.0,41.655,0.0,115.5,30:01.459,16:33,0:16.476,0:33.058,0:41.655,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,20.0,1:56.825,0.0,,16.655,0.0,41.698,0.0,58.472,0.0,90.1,31:58.284,16:35,0:16.655,0:41.698,0:58.472,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,21.0,2:17.740,0.0,,30.92,0.0,47.037,0.0,59.783,0.0,76.4,34:16.024,16:37,0:30.920,0:47.037,0:59.783,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,22.0,2:44.182,0.0,,30.276,0.0,55.599,0.0,1:18.307,0.0,64.1,37:00.206,16:40,0:30.276,0:55.599,1:18.307,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,23.0,2:18.100,0.0,,40.279,0.0,54.312,0.0,43.509,0.0,76.2,39:18.306,16:42,0:40.279,0:54.312,0:43.509,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,24.0,1:28.612,0.0,,16.588,0.0,32.251,0.0,39.773,2.0,118.8,40:46.918,16:44,0:16.588,0:32.251,0:39.773,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,25.0,1:28.247,2.0,,16.184,0.0,32.040,0.0,40.023,0.0,119.3,42:15.165,16:45,0:16.184,0:32.040,0:40.023,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,26.0,1:31.543,0.0,,16.484,0.0,34.163,0.0,40.896,0.0,115.0,43:46.708,16:47,0:16.484,0:34.163,0:40.896,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,27.0,1:28.399,0.0,,16.291,0.0,32.282,0.0,39.826,0.0,119.1,45:15.107,16:48,0:16.291,0:32.282,0:39.826,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,28.0,1:28.274,0.0,,16.111,0.0,32.128,0.0,40.035,0.0,119.3,46:43.381,16:50,0:16.111,0:32.128,0:40.035,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,29.0,1:28.467,0.0,,16.034000000000002,2.0,32.411,0.0,40.022,0.0,119.0,48:11.848,16:51,0:16.034,0:32.411,0:40.022,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,30.0,1:28.516,0.0,,16.136,0.0,32.232,0.0,40.148,0.0,119.0,49:40.364,16:53,0:16.136,0:32.232,0:40.148,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,31.0,1:29.880,0.0,,16.297,0.0,32.808,0.0,40.775,0.0,117.2,51:10.244,16:54,0:16.297,0:32.808,0:40.775,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,32.0,1:28.776,0.0,,16.195,0.0,31.895,2.0,40.686,0.0,118.6,52:39.020,16:56,0:16.195,0:31.895,0:40.686,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,7.0,0.0,33.0,1:29.739,0.0,,16.168,0.0,32.372,0.0,41.199,0.0,117.3,54:08.759,16:57,0:16.168,0:32.372,0:41.199,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,1.0,1:47.320,0.0,,28.169,0.0,36.572,0.0,42.579,0.0,98.1,1:47.320,16:05,0:28.169,0:36.572,0:42.579,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,2.0,1:33.574,0.0,,16.589000000000002,0.0,34.927,0.0,42.058,0.0,112.5,3:20.894,16:06,0:16.589,0:34.927,0:42.058,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,3.0,1:33.487,0.0,,16.721,0.0,35.029,0.0,41.737,0.0,112.6,4:54.381,16:08,0:16.721,0:35.029,0:41.737,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,4.0,1:34.157,0.0,,16.828,0.0,35.067,0.0,42.262,0.0,111.8,6:28.538,16:10,0:16.828,0:35.067,0:42.262,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,5.0,1:33.407,0.0,,16.59,0.0,34.776,0.0,42.041,0.0,112.7,8:01.945,16:11,0:16.590,0:34.776,0:42.041,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,6.0,1:33.337,0.0,,16.444000000000003,0.0,35.025,0.0,41.868,0.0,112.8,9:35.282,16:13,0:16.444,0:35.025,0:41.868,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,7.0,1:32.704,0.0,,16.468,0.0,34.300,0.0,41.936,0.0,113.6,11:07.986,16:14,0:16.468,0:34.300,0:41.936,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,8.0,1:32.284,0.0,,16.895,0.0,33.971,0.0,41.418,0.0,114.1,12:40.270,16:16,0:16.895,0:33.971,0:41.418,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,9.0,1:31.961,0.0,,16.593,0.0,33.940,0.0,41.428,0.0,114.5,14:12.231,16:17,0:16.593,0:33.940,0:41.428,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,10.0,1:32.327,0.0,,16.634,0.0,34.646,0.0,41.047,0.0,114.1,15:44.558,16:19,0:16.634,0:34.646,0:41.047,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,11.0,1:31.632,0.0,,16.34,0.0,34.129,0.0,41.163,0.0,114.9,17:16.190,16:20,0:16.340,0:34.129,0:41.163,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,12.0,1:31.561,0.0,,16.727,0.0,33.813,0.0,41.021,0.0,115.0,18:47.751,16:22,0:16.727,0:33.813,0:41.021,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,13.0,1:32.109,0.0,,16.412,0.0,34.095,0.0,41.602,0.0,114.3,20:19.860,16:23,0:16.412,0:34.095,0:41.602,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,14.0,1:31.391,0.0,,16.528,0.0,34.048,0.0,40.815,0.0,115.2,21:51.251,16:25,0:16.528,0:34.048,0:40.815,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,15.0,1:32.331,0.0,,16.812,0.0,34.552,0.0,40.967,0.0,114.0,23:23.582,16:26,0:16.812,0:34.552,0:40.967,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,16.0,1:32.262,0.0,,16.847,0.0,34.178,0.0,41.237,0.0,114.1,24:55.844,16:28,0:16.847,0:34.178,0:41.237,,Qing Hua MA,,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,17.0,2:42.074,0.0,,16.7,0.0,33.915,0.0,1:51.459,0.0,65.0,27:37.918,16:31,0:16.700,0:33.915,1:51.459,,Qing Hua MA,0:01:12.017,,
,,,,,,,,,,Team Aguri,,,,,,,,,,,,,./Total_Lap_Num/2015-2016\London R9\Race\23_Analysis_Race (20).CSV,77.0,0.0,18.0,1:33.291,0.0,,17.469,0.0,34.594,0.0,41.228,0.0,112.9,29:11.209,16:32,0:17.469,0:34.594,0:41.228,,Qing Hua MA,,,
