ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,Unnamed: 25,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,POWER,Unnamed: 26
8.0,1.0,22.0,1:23.955,0.0,,29.545,0.0,36.721,0.0,17.689,0.0,127.4,30:57.781,16:34:43.108,0:29.545,0:36.721,0:17.689,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,23.0,1:24.006,0.0,,29.436,0.0,36.782,0.0,17.788,0.0,127.3,32:21.787,16:36:07.114,0:29.436,0:36.782,0:17.788,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,24.0,1:24.200,0.0,,29.494,0.0,36.715,0.0,17.991,0.0,127.0,33:45.987,16:37:31.314,0:29.494,0:36.715,0:17.991,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,25.0,1:24.024,0.0,,29.469,0.0,36.744,0.0,17.811,0.0,127.3,35:10.011,16:38:55.338,0:29.469,0:36.744,0:17.811,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,26.0,1:24.580,0.0,,29.518,0.0,37.121,0.0,17.941,0.0,126.5,36:34.591,16:40:19.918,0:29.518,0:37.121,0:17.941,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,27.0,1:43.705,0.0,,29.588,0.0,47.639,0.0,26.478,0.0,103.1,38:18.296,16:42:03.623,0:29.588,0:47.639,0:26.478,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,28.0,2:19.371,0.0,,37.671,0.0,1:01.870,0.0,39.83,0.0,76.7,40:37.667,16:44:22.994,0:37.671,1:01.870,0:39.830,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,29.0,2:41.490,0.0,,1:05.075,0.0,1:05.755,0.0,30.66,0.0,66.2,43:19.157,16:47:04.484,1:05.075,1:05.755,0:30.660,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,30.0,2:14.722,0.0,,48.506,0.0,1:08.372,0.0,17.844,0.0,79.4,45:33.879,16:49:19.206,0:48.506,1:08.372,0:17.844,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.0,31.0,1:21.670,2.0,,28.669,2.0,35.597,2.0,17.404,2.0,131.0,46:55.549,16:50:40.876,0:28.669,0:35.597,0:17.404,,Tom DILLMANN,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,1.0,1.0,1:44.873,0.0,B,36.571,0.0,40.231,2.0,28.070999999999998,0.0,98.5,1:44.873,16:05:30.200,0:36.571,0:40.231,0:28.071,,Pascal WEHRLEIN,,,,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\Marrakesh\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,1.0,1.0,5:43.763,0.0,,4:47.885,0.0,33.359,0.0,22.519000000000002,0.0,20.7,5:43.763,11:50:43.763,4:47.885,0:33.359,0:22.519,,Jean-Eric VERGNE,0:04:35.703,,1,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 1.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,1.0,2.0,59.802,2.0,,13.662,4.0,27.737,2.0,18.403,2.0,126.0,6:43.565,11:51:43.565,0:13.662,0:27.737,0:18.403,,Jean-Eric VERGNE,,,1,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 1.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,1.0,1.0,5:32.215,0.0,,4:38.638,0.0,33.468,0.0,20.109,0.0,21.4,5:32.215,11:50:32.215,4:38.638,0:33.468,0:20.109,,Antonio Felix DA COSTA,0:04:26.522,,1,BMW i ANDRETTI MOTORSPORT,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 1.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,1.0,2.0,59.778,4.0,,13.881,2.0,27.603,4.0,18.294,4.0,126.0,6:31.993,11:51:31.993,0:13.881,0:27.603,0:18.294,,Antonio Felix DA COSTA,,,1,BMW i ANDRETTI MOTORSPORT,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 1.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.0,1.0,5:45.908,0.0,,4:49.694,0.0,33.319,0.0,22.895,0.0,20.6,5:45.908,11:50:45.908,4:49.694,0:33.319,0:22.895,,Robin FRIJNS,0:04:39.052,,1,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 1.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.0,2.0,1:00.375,2.0,,13.713,2.0,28.229,2.0,18.433,2.0,124.8,6:46.283,11:51:46.283,0:13.713,0:28.229,0:18.433,,Robin FRIJNS,,,1,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 1.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,1.0,1.0,4:39.375,0.0,,3:48.529,0.0,31.01,0.0,19.836,0.0,25.4,4:39.375,11:49:39.375,3:48.529,0:31.010,0:19.836,,JÃ©rÃ´me D'AMBROSIO,0:03:38.253,,1,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 1.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,1.0,2.0,1:00.455,2.0,,13.954,2.0,27.927,2.0,18.574,2.0,124.6,5:39.830,11:50:39.830,0:13.954,0:27.927,0:18.574,,JÃ©rÃ´me D'AMBROSIO,,,1,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 1.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,1.0,3.0,1:01.610,0.0,,14.206,0.0,28.487,0.0,18.917,0.0,122.3,6:41.440,11:51:41.440,0:14.206,0:28.487,0:18.917,,JÃ©rÃ´me D'AMBROSIO,,,1,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 1.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,1.0,1.0,4:04.892,0.0,,2:57.957,0.0,41.928999999999995,0.0,25.006,0.0,29.0,4:04.892,11:59:04.892,2:57.957,0:41.929,0:25.006,,Mitch EVANS,0:02:42.393,,2,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,1.0,2.0,1:21.316,0.0,,19.268,0.0,39.79,0.0,22.258000000000003,0.0,92.7,5:26.208,12:00:26.208,0:19.268,0:39.790,0:22.258,,Mitch EVANS,,,2,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,1.0,3.0,1:00.424,2.0,,13.695,2.0,27.941,2.0,18.788,2.0,124.7,6:26.632,12:01:26.632,0:13.695,0:27.941,0:18.788,,Mitch EVANS,,,2,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,1.0,1.0,2:28.618,0.0,,1:34.722,0.0,33.425,0.0,20.471,0.0,47.8,2:28.618,11:57:28.618,1:34.722,0:33.425,0:20.471,,Alexander SIMS,0:01:22.533,,2,BMW i ANDRETTI MOTORSPORT,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,1.0,2.0,59.782,2.0,,13.692,2.0,27.809,2.0,18.281,4.0,126.0,3:28.400,11:58:28.400,0:13.692,0:27.809,0:18.281,,Alexander SIMS,,,2,BMW i ANDRETTI MOTORSPORT,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,1.0,3.0,1:15.683,0.0,B,15.309,0.0,30.039,0.0,30.335,0.0,99.6,4:44.083,11:59:44.083,0:15.309,0:30.039,0:30.335,,Alexander SIMS,,,2,BMW i ANDRETTI MOTORSPORT,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,1.0,4:18.992,0.0,,3:28.711,0.0,30.213,0.0,20.067999999999998,0.0,27.5,4:18.992,11:59:18.992,3:28.711,0:30.213,0:20.068,,AndrÃ© LOTTERER,0:03:18.873,,2,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,2.0,1:00.050,2.0,,13.574,4.0,27.87,2.0,18.605999999999998,2.0,125.5,5:19.042,12:00:19.042,0:13.574,0:27.870,0:18.606,,AndrÃ© LOTTERER,,,2,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,3.0,1:02.186,0.0,,14.466,0.0,28.578000000000003,0.0,19.142,0.0,121.2,6:21.228,12:01:21.228,0:14.466,0:28.578,0:19.142,,AndrÃ© LOTTERER,,,2,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,1.0,1.0,4:22.025,0.0,,3:30.149,0.0,31.601,0.0,20.275,0.0,27.1,4:22.025,11:59:22.025,3:30.149,0:31.601,0:20.275,,Daniel ABT,0:03:19.976,,2,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,1.0,2.0,1:08.490,0.0,,14.873,0.0,31.4,0.0,22.217,0.0,110.0,5:30.515,12:00:30.515,0:14.873,0:31.400,0:22.217,,Daniel ABT,,,2,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,1.0,3.0,1:00.936,2.0,,13.634,2.0,28.92,2.0,18.382,2.0,123.7,6:31.451,12:01:31.451,0:13.634,0:28.920,0:18.382,,Daniel ABT,,,2,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,1.0,1.0,4:33.651,0.0,,3:37.421,0.0,34.444,0.0,21.785999999999998,0.0,26.0,4:33.651,11:59:33.651,3:37.421,0:34.444,0:21.786,,Pascal WEHRLEIN,0:03:25.019,,2,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,1.0,2.0,1:08.702,0.0,,15.950,0.0,31.63,0.0,21.122,0.0,109.7,5:42.353,12:00:42.353,0:15.950,0:31.630,0:21.122,,Pascal WEHRLEIN,,,2,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,1.0,3.0,59.604,4.0,,13.750,2.0,27.561,4.0,18.293,2.0,126.4,6:41.957,12:01:41.957,0:13.750,0:27.561,0:18.293,,Pascal WEHRLEIN,,,2,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,1.0,3:24.355,0.0,,2:31.452,0.0,32.159,0.0,20.744,0.0,34.8,3:24.355,12:08:24.355,2:31.452,0:32.159,0:20.744,,Lucas DI GRASSI,0:02:20.147,,3,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,2.0,1:06.700,0.0,,15.354,0.0,29.73,0.0,21.616,0.0,113.0,4:31.055,12:09:31.055,0:15.354,0:29.730,0:21.616,,Lucas DI GRASSI,,,3,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,3.0,59.739,2.0,,13.666,2.0,27.65,2.0,18.423,2.0,126.1,5:30.794,12:10:30.794,0:13.666,0:27.650,0:18.423,,Lucas DI GRASSI,,,3,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,1.0,2:52.749,0.0,,1:56.315,0.0,34.644,0.0,21.79,0.0,41.2,2:52.749,12:07:52.749,1:56.315,0:34.644,0:21.790,,Oliver TURVEY,0:01:44.637,,3,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,2.0,1:12.728,0.0,,18.338,0.0,33.15,0.0,21.24,0.0,103.6,4:05.477,12:09:05.477,0:18.338,0:33.150,0:21.240,,Oliver TURVEY,,,3,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,3.0,59.936,2.0,,13.775,2.0,27.803,2.0,18.358,2.0,125.7,5:05.413,12:10:05.413,0:13.775,0:27.803,0:18.358,,Oliver TURVEY,,,3,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,4.0,1:30.774,0.0,B,15.345,0.0,28.59,0.0,46.839,0.0,83.0,6:36.187,12:11:36.187,0:15.345,0:28.590,0:46.839,,Oliver TURVEY,,,3,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,1.0,1.0,3:30.144,0.0,,2:36.087,0.0,33.119,0.0,20.938000000000002,0.0,33.8,3:30.144,12:08:30.144,2:36.087,0:33.119,0:20.938,,Oliver ROWLAND,0:02:22.548,,3,Nissan e.dams,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,1.0,2.0,1:05.992,0.0,,15.312,0.0,30.708000000000002,0.0,19.972,0.0,114.2,4:36.136,12:09:36.136,0:15.312,0:30.708,0:19.972,,Oliver ROWLAND,,,3,Nissan e.dams,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,1.0,3.0,59.593,4.0,,13.613,2.0,27.64,3.0,18.34,2.0,126.4,5:35.729,12:10:35.729,0:13.613,0:27.640,0:18.340,,Oliver ROWLAND,,,3,Nissan e.dams,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,1.0,1.0,4:15.301,0.0,,3:25.067,0.0,30.59,0.0,19.644000000000002,0.0,27.8,4:15.301,12:09:15.301,3:25.067,0:30.590,0:19.644,,SÃ©bastien BUEMI,0:03:10.746,,3,Nissan e.dams,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,1.0,2.0,1:05.462,0.0,,15.091,0.0,31.103,0.0,19.268,0.0,115.1,5:20.763,12:10:20.763,0:15.091,0:31.103,0:19.268,,SÃ©bastien BUEMI,,,3,Nissan e.dams,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,1.0,3.0,59.763,2.0,,13.720,2.0,27.673000000000002,2.0,18.37,2.0,126.1,6:20.526,12:11:20.526,0:13.720,0:27.673,0:18.370,,SÃ©bastien BUEMI,,,3,Nissan e.dams,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,1.0,1.0,1:27.354,0.0,,33.488,0.0,33.369,0.0,20.497,0.0,81.4,1:27.354,12:06:27.354,0:33.488,0:33.369,0:20.497,,Edoardo MORTARA,0:00:20.699,,3,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,1.0,2.0,59.935,2.0,,13.801,2.0,27.851,2.0,18.283,3.0,125.7,2:27.289,12:07:27.289,0:13.801,0:27.851,0:18.283,,Edoardo MORTARA,,,3,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,1.0,3.0,1:05.140,0.0,,15.071,0.0,30.389,0.0,19.68,0.0,115.7,3:32.429,12:08:32.429,0:15.071,0:30.389,0:19.680,,Edoardo MORTARA,,,3,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,1.0,4.0,1:14.684,0.0,B,15.042,0.0,29.875999999999998,0.0,29.766,0.0,100.9,4:47.113,12:09:47.113,0:15.042,0:29.876,0:29.766,,Edoardo MORTARA,,,3,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,1.0,1.0,2:08.475,0.0,,1:16.025,0.0,32.422,0.0,20.028,0.0,55.3,2:08.475,12:07:08.475,1:16.025,0:32.422,0:20.028,,JosÃ© Maria LOPEZ,0:01:05.523,,3,GEOX DRAGON,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,1.0,2.0,1:00.293,2.0,,13.575,3.0,27.831999999999997,2.0,18.886,2.0,125.0,3:08.768,12:08:08.768,0:13.575,0:27.832,0:18.886,,JosÃ© Maria LOPEZ,,,3,GEOX DRAGON,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,1.0,3.0,1:01.869,0.0,,14.317,0.0,28.576999999999998,0.0,18.975,0.0,121.8,4:10.637,12:09:10.637,0:14.317,0:28.577,0:18.975,,JosÃ© Maria LOPEZ,,,3,GEOX DRAGON,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,1.0,4.0,1:12.507,0.0,B,14.352,0.0,29.02,0.0,29.135,0.0,103.9,5:23.144,12:10:23.144,0:14.352,0:29.020,0:29.135,,JosÃ© Maria LOPEZ,,,3,GEOX DRAGON,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 3.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,1.0,4:17.156,0.0,,3:16.485,0.0,35.863,0.0,24.808,0.0,27.6,4:17.156,12:19:17.156,3:16.485,0:35.863,0:24.808,,Gary PAFFETT,0:02:55.648,,4,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,2.0,1:15.557,0.0,,18.305,0.0,34.349000000000004,0.0,22.903,0.0,99.7,5:32.713,12:20:32.713,0:18.305,0:34.349,0:22.903,,Gary PAFFETT,,,4,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.0,3.0,1:00.340,2.0,,13.866,2.0,27.930999999999997,2.0,18.543,2.0,124.9,6:33.053,12:21:33.053,0:13.866,0:27.931,0:18.543,,Gary PAFFETT,,,4,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,1.0,1:22.234,0.0,,29.030,0.0,33.125,0.0,20.079,0.0,86.5,1:22.234,12:16:22.234,0:29.030,0:33.125,0:20.079,,Felipe MASSA,0:00:17.449,,4,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,2.0,59.719,3.0,,13.811,2.0,27.586,3.0,18.322,3.0,126.2,2:21.953,12:17:21.953,0:13.811,0:27.586,0:18.322,,Felipe MASSA,,,4,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,3.0,1:03.598,0.0,,14.566,0.0,29.539,0.0,19.493,0.0,118.5,3:25.551,12:18:25.551,0:14.566,0:29.539,0:19.493,,Felipe MASSA,,,4,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.0,4.0,1:12.062,0.0,B,15.441,0.0,29.068,0.0,27.553,0.0,104.6,4:37.613,12:19:37.613,0:15.441,0:29.068,0:27.553,,Felipe MASSA,,,4,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,1.0,4:11.336,0.0,,3:17.547,0.0,33.339,0.0,20.450,0.0,28.3,4:11.336,12:19:11.336,3:17.547,0:33.339,0:20.450,,Nelson PIQUET,0:03:06.648,,4,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,2.0,59.959,2.0,,13.538,4.0,27.976,2.0,18.445,2.0,125.7,5:11.295,12:20:11.295,0:13.538,0:27.976,0:18.445,,Nelson PIQUET,,,4,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,3.0,1:01.694,0.0,,14.068,0.0,28.664,0.0,18.962,0.0,122.1,6:12.989,12:21:12.989,0:14.068,0:28.664,0:18.962,,Nelson PIQUET,,,4,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,1.0,1.0,1:45.667,0.0,,48.757,0.0,35.248000000000005,0.0,21.662,0.0,67.3,1:45.667,12:16:45.667,0:48.757,0:35.248,0:21.662,,Stoffel VANDOORNE,0:00:36.657,,4,HWA RACELAB,,,./Total_Lap_Num/2018-2019\Mexico\Q\23_Analysis_Qualifying Group 4.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
