ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,12.0,1:04.236,0.0,,15.376,0.0,29.103,0.0,19.757,0.0,117.3,12:57.077,16:16:41.629,0:15.376,0:29.103,0:19.757,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,13.0,1:04.378,0.0,,15.373,0.0,29.392,0.0,19.613,0.0,117.0,14:01.455,16:17:46.007,0:15.373,0:29.392,0:19.613,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,14.0,1:04.155,0.0,,15.369000000000002,0.0,29.082,0.0,19.704,0.0,117.4,15:05.610,16:18:50.162,0:15.369,0:29.082,0:19.704,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,15.0,1:04.247,0.0,,15.478,0.0,29.061,0.0,19.708,0.0,117.3,16:09.857,16:19:54.409,0:15.478,0:29.061,0:19.708,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,16.0,1:04.896,0.0,,15.448,0.0,29.730,0.0,19.718,0.0,116.1,17:14.753,16:20:59.305,0:15.448,0:29.730,0:19.718,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,17.0,1:05.736,0.0,,15.633,0.0,30.207,0.0,19.896,0.0,114.6,18:20.489,16:22:05.041,0:15.633,0:30.207,0:19.896,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,18.0,1:04.449,0.0,,15.522,0.0,29.157,0.0,19.77,0.0,116.9,19:24.938,16:23:09.490,0:15.522,0:29.157,0:19.770,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,19.0,1:04.188,0.0,,15.479000000000001,0.0,29.080,0.0,19.629,0.0,117.4,20:29.126,16:24:13.678,0:15.479,0:29.080,0:19.629,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,20.0,1:04.398,0.0,,15.565999999999999,0.0,29.139,0.0,19.692999999999998,0.0,117.0,21:33.524,16:25:18.076,0:15.566,0:29.139,0:19.693,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,21.0,1:04.094,0.0,,15.437000000000001,0.0,29.034,0.0,19.623,0.0,117.6,22:37.618,16:26:22.170,0:15.437,0:29.034,0:19.623,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,22.0,1:03.913,0.0,,15.397,0.0,28.903,0.0,19.613,0.0,117.9,23:41.531,16:27:26.083,0:15.397,0:28.903,0:19.613,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,23.0,1:03.930,0.0,,15.177999999999999,0.0,29.089,0.0,19.663,0.0,117.9,24:45.461,16:28:30.013,0:15.178,0:29.089,0:19.663,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,24.0,1:17.015,0.0,B,23.381999999999998,0.0,29.437,0.0,24.195999999999998,0.0,97.8,26:02.476,16:29:47.028,0:23.382,0:29.437,0:24.196,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,25.0,1:34.565,0.0,,45.347,0.0,29.507,0.0,19.711,0.0,79.7,27:37.041,16:31:21.593,0:45.347,0:29.507,0:19.711,,Antonio Felix DA COSTA,0:00:40.420,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,26.0,1:03.635,0.0,,15.248,0.0,28.733,0.0,19.654,0.0,118.4,28:40.676,16:32:25.228,0:15.248,0:28.733,0:19.654,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,27.0,1:03.043,2.0,,15.113,2.0,28.444,2.0,19.486,2.0,119.5,29:43.719,16:33:28.271,0:15.113,0:28.444,0:19.486,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,28.0,1:03.617,0.0,,15.287,0.0,28.678,0.0,19.652,0.0,118.4,30:47.336,16:34:31.888,0:15.287,0:28.678,0:19.652,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,29.0,1:03.668,0.0,,15.349,0.0,28.655,0.0,19.664,0.0,118.3,31:51.004,16:35:35.556,0:15.349,0:28.655,0:19.664,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,30.0,1:03.886,0.0,,15.404000000000002,0.0,28.736,0.0,19.746,0.0,117.9,32:54.890,16:36:39.442,0:15.404,0:28.736,0:19.746,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,31.0,1:03.523,0.0,,15.344000000000001,0.0,28.667,0.0,19.512,0.0,118.6,33:58.413,16:37:42.965,0:15.344,0:28.667,0:19.512,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,32.0,1:03.895,0.0,,15.357000000000001,0.0,28.673,0.0,19.865,0.0,117.9,35:02.308,16:38:46.860,0:15.357,0:28.673,0:19.865,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,33.0,1:03.940,0.0,,15.432,0.0,28.869,0.0,19.639,0.0,117.8,36:06.248,16:39:50.800,0:15.432,0:28.869,0:19.639,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,34.0,1:04.037,0.0,,15.42,0.0,28.830,0.0,19.787,0.0,117.7,37:10.285,16:40:54.837,0:15.420,0:28.830,0:19.787,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,35.0,1:03.930,0.0,,15.325999999999999,0.0,29.027,0.0,19.577,0.0,117.9,38:14.215,16:41:58.767,0:15.326,0:29.027,0:19.577,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,36.0,1:03.784,0.0,,15.245,0.0,28.885,0.0,19.654,0.0,118.1,39:17.999,16:43:02.551,0:15.245,0:28.885,0:19.654,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,37.0,1:03.784,0.0,,15.255,0.0,28.821,0.0,19.708,0.0,118.1,40:21.783,16:44:06.335,0:15.255,0:28.821,0:19.708,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,38.0,1:03.980,0.0,,15.436,0.0,28.947,0.0,19.597,0.0,117.8,41:25.763,16:45:10.315,0:15.436,0:28.947,0:19.597,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,39.0,1:03.844,0.0,,15.325999999999999,0.0,28.829,0.0,19.689,0.0,118.0,42:29.607,16:46:14.159,0:15.326,0:28.829,0:19.689,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,40.0,1:04.090,0.0,,15.367,0.0,29.016,0.0,19.707,0.0,117.6,43:33.697,16:47:18.249,0:15.367,0:29.016,0:19.707,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,41.0,1:03.869,0.0,,15.277999999999999,0.0,28.809,0.0,19.782,0.0,118.0,44:37.566,16:48:22.118,0:15.278,0:28.809,0:19.782,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,42.0,1:04.118,0.0,,15.56,0.0,28.894,0.0,19.664,0.0,117.5,45:41.684,16:49:26.236,0:15.560,0:28.894,0:19.664,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,43.0,1:03.854,0.0,,15.315,0.0,28.941,0.0,19.598,0.0,118.0,46:45.538,16:50:30.090,0:15.315,0:28.941,0:19.598,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,44.0,1:03.949,0.0,,15.261,0.0,29.068,0.0,19.62,0.0,117.8,47:49.487,16:51:34.039,0:15.261,0:29.068,0:19.620,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,45.0,1:03.648,0.0,,15.265999999999998,0.0,28.808,0.0,19.574,0.0,118.4,48:53.135,16:52:37.687,0:15.266,0:28.808,0:19.574,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,46.0,1:04.366,0.0,,15.280999999999999,0.0,29.235,0.0,19.85,0.0,117.1,49:57.501,16:53:42.053,0:15.281,0:29.235,0:19.850,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Andretti Formula E,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,28.0,0.0,47.0,1:04.820,0.0,,15.405,0.0,29.394,0.0,20.021,0.0,116.2,51:02.321,16:54:46.873,0:15.405,0:29.394,0:20.021,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,1.0,1:10.628,0.0,,19.346,0.0,31.639,0.0,19.643,0.0,106.7,1:10.628,16:04:55.180,0:19.346,0:31.639,0:19.643,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,2.0,1:04.411,0.0,,15.544,0.0,29.229,0.0,19.637999999999998,0.0,117.0,2:15.039,16:05:59.591,0:15.544,0:29.229,0:19.638,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,3.0,1:04.085,0.0,,15.209000000000001,0.0,29.324,0.0,19.552,0.0,117.6,3:19.124,16:07:03.676,0:15.209,0:29.324,0:19.552,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,4.0,1:04.053,0.0,,15.123,0.0,29.361,0.0,19.569000000000003,0.0,117.6,4:23.177,16:08:07.729,0:15.123,0:29.361,0:19.569,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,5.0,1:04.769,0.0,,15.229000000000001,0.0,29.781,0.0,19.759,0.0,116.3,5:27.946,16:09:12.498,0:15.229,0:29.781,0:19.759,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,6.0,1:03.798,0.0,,15.09,0.0,29.097,0.0,19.611,0.0,118.1,6:31.744,16:10:16.296,0:15.090,0:29.097,0:19.611,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,7.0,1:04.105,0.0,,15.189,0.0,29.182,0.0,19.734,0.0,117.5,7:35.849,16:11:20.401,0:15.189,0:29.182,0:19.734,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,8.0,1:03.851,0.0,,15.075999999999999,0.0,29.185,0.0,19.59,0.0,118.0,8:39.700,16:12:24.252,0:15.076,0:29.185,0:19.590,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,9.0,1:04.026,0.0,,15.263,0.0,29.144,0.0,19.619,0.0,117.7,9:43.726,16:13:28.278,0:15.263,0:29.144,0:19.619,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,10.0,1:04.085,0.0,,15.167,0.0,29.284,0.0,19.634,0.0,117.6,10:47.811,16:14:32.363,0:15.167,0:29.284,0:19.634,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,11.0,1:04.119,0.0,,15.195,0.0,29.254,0.0,19.67,0.0,117.5,11:51.930,16:15:36.482,0:15.195,0:29.254,0:19.670,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,12.0,1:03.820,0.0,,15.102,0.0,29.104,0.0,19.614,0.0,118.1,12:55.750,16:16:40.302,0:15.102,0:29.104,0:19.614,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,13.0,1:03.917,0.0,,15.123,0.0,29.111,0.0,19.683,0.0,117.9,13:59.667,16:17:44.219,0:15.123,0:29.111,0:19.683,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,14.0,1:03.985,0.0,,15.183,0.0,29.157,0.0,19.645,0.0,117.8,15:03.652,16:18:48.204,0:15.183,0:29.157,0:19.645,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,15.0,1:04.437,0.0,,15.087,0.0,29.596,0.0,19.754,0.0,116.9,16:08.089,16:19:52.641,0:15.087,0:29.596,0:19.754,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,16.0,1:04.700,0.0,,15.335,0.0,29.548,0.0,19.817,0.0,116.5,17:12.789,16:20:57.341,0:15.335,0:29.548,0:19.817,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,17.0,1:04.359,0.0,,15.142000000000001,0.0,29.527,0.0,19.69,0.0,117.1,18:17.148,16:22:01.700,0:15.142,0:29.527,0:19.690,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,18.0,1:04.249,0.0,,15.21,0.0,29.298,0.0,19.741,0.0,117.3,19:21.397,16:23:05.949,0:15.210,0:29.298,0:19.741,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,19.0,1:04.099,0.0,,15.151,0.0,29.243,0.0,19.705,0.0,117.5,20:25.496,16:24:10.048,0:15.151,0:29.243,0:19.705,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,20.0,1:04.236,0.0,,15.231,0.0,29.387,0.0,19.618,0.0,117.3,21:29.732,16:25:14.284,0:15.231,0:29.387,0:19.618,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,21.0,1:04.567,0.0,,15.283,0.0,29.601,0.0,19.683,0.0,116.7,22:34.299,16:26:18.851,0:15.283,0:29.601,0:19.683,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,22.0,1:04.709,0.0,,15.297,0.0,29.636,0.0,19.776,0.0,116.4,23:39.008,16:27:23.560,0:15.297,0:29.636,0:19.776,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,23.0,1:04.486,0.0,,15.392999999999999,0.0,29.361,0.0,19.732,0.0,116.8,24:43.494,16:28:28.046,0:15.393,0:29.361,0:19.732,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,24.0,1:04.860,0.0,,15.509,0.0,29.544,0.0,19.807000000000002,0.0,116.2,25:48.354,16:29:32.906,0:15.509,0:29.544,0:19.807,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,25.0,1:10.782,0.0,B,16.074,0.0,30.311,0.0,24.397,0.0,106.5,26:59.136,16:30:43.688,0:16.074,0:30.311,0:24.397,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,26.0,1:35.733,0.0,,47.233000000000004,0.0,29.019,0.0,19.480999999999998,0.0,78.7,28:34.869,16:32:19.421,0:47.233,0:29.019,0:19.481,,Nelson PIQUET,0:00:42.394,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,27.0,1:03.174,0.0,,15.004000000000001,0.0,28.726,0.0,19.444000000000003,0.0,119.3,29:38.043,16:33:22.595,0:15.004,0:28.726,0:19.444,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,28.0,1:03.654,0.0,,14.963,0.0,29.162,0.0,19.529,0.0,118.4,30:41.697,16:34:26.249,0:14.963,0:29.162,0:19.529,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,29.0,1:03.675,0.0,,15.182,0.0,28.904,0.0,19.589000000000002,0.0,118.3,31:45.372,16:35:29.924,0:15.182,0:28.904,0:19.589,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,30.0,1:03.570,0.0,,14.925999999999998,0.0,28.989,0.0,19.655,0.0,118.5,32:48.942,16:36:33.494,0:14.926,0:28.989,0:19.655,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,31.0,1:03.434,0.0,,14.899000000000001,0.0,29.004,0.0,19.531,0.0,118.8,33:52.376,16:37:36.928,0:14.899,0:29.004,0:19.531,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,32.0,1:02.709,2.0,,14.679,3.0,28.641,0.0,19.389,2.0,120.2,34:55.085,16:38:39.637,0:14.679,0:28.641,0:19.389,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,33.0,1:03.158,0.0,,15.05,0.0,28.638,2.0,19.47,0.0,119.3,35:58.243,16:39:42.795,0:15.050,0:28.638,0:19.470,,Nelson PIQUET,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Mexico city\Race\23_Analysis_Race (30).CSV,3.0,0.0,34.0,1:03.187,0.0,,14.681,0.0,28.849,0.0,19.657,0.0,119.2,37:01.430,16:40:45.982,0:14.681,0:28.849,0:19.657,,Nelson PIQUET,,,
