ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25,Unnamed: 37,POSITION
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,31.0,56.674,0.0,,21.700,0.0,17.993,0.0,16.981,0.0,112.1,32:54.031,16:36:44.292,0:21.700,0:17.993,0:16.981,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,32.0,56.357,0.0,,21.629,0.0,17.872,0.0,16.856,0.0,112.7,33:50.388,16:37:40.649,0:21.629,0:17.872,0:16.856,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,33.0,56.268,0.0,,21.520,0.0,17.861,0.0,16.887,0.0,112.9,34:46.656,16:38:36.917,0:21.520,0:17.861,0:16.887,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,34.0,56.989,0.0,,21.949,0.0,18.057000000000002,0.0,16.983,0.0,111.5,35:43.645,16:39:33.906,0:21.949,0:18.057,0:16.983,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,35.0,56.853,0.0,,21.685,0.0,18.114,0.0,17.054,0.0,111.8,36:40.498,16:40:30.759,0:21.685,0:18.114,0:17.054,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,36.0,56.387,0.0,,21.507,0.0,17.958,0.0,16.922,0.0,112.7,37:36.885,16:41:27.146,0:21.507,0:17.958,0:16.922,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,37.0,56.206,0.0,,21.574,0.0,17.805,0.0,16.827,0.0,113.0,38:33.091,16:42:23.352,0:21.574,0:17.805,0:16.827,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,38.0,56.931,0.0,,21.744,0.0,18.277,0.0,16.910,0.0,111.6,39:30.022,16:43:20.283,0:21.744,0:18.277,0:16.910,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,39.0,56.976,0.0,,21.682,0.0,18.192,0.0,17.102,0.0,111.5,40:26.998,16:44:17.259,0:21.682,0:18.192,0:17.102,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,40.0,56.339,0.0,,21.772,0.0,17.827,0.0,16.740,0.0,112.8,41:23.337,16:45:13.598,0:21.772,0:17.827,0:16.740,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,41.0,56.278,0.0,,21.478,0.0,17.930999999999997,0.0,16.869,0.0,112.9,42:19.615,16:46:09.876,0:21.478,0:17.931,0:16.869,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,42.0,56.619,0.0,,21.655,0.0,17.958,0.0,17.006,0.0,112.2,43:16.234,16:47:06.495,0:21.655,0:17.958,0:17.006,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,43.0,1:30.078,0.0,B,21.644,0.0,17.948,0.0,50.486,0.0,70.5,44:46.312,16:48:36.573,0:21.644,0:17.948,0:50.486,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,44.0,57.853,0.0,,23.680,0.0,17.578,0.0,16.595,0.0,109.8,45:44.165,16:49:34.426,0:23.680,0:17.578,0:16.595,,StÃ©phane SARRAZIN,0:00:43.508,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,45.0,56.400,0.0,,20.758,0.0,18.166,0.0,17.476,0.0,112.7,46:40.565,16:50:30.826,0:20.758,0:18.166,0:17.476,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,46.0,54.521,0.0,,20.684,0.0,17.354,0.0,16.483,2.0,116.5,47:35.086,16:51:25.347,0:20.684,0:17.354,0:16.483,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,47.0,57.119,0.0,,22.257,0.0,18.133,0.0,16.729,0.0,111.2,48:32.205,16:52:22.466,0:22.257,0:18.133,0:16.729,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,48.0,1:05.620,0.0,,22.646,0.0,24.105999999999998,0.0,18.868,0.0,96.8,49:37.825,16:53:28.086,0:22.646,0:24.106,0:18.868,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Venturi Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,4.0,0.0,49.0,54.490,2.0,,20.683,2.0,17.31,2.0,16.497,0.0,116.6,50:32.315,16:54:22.576,0:20.683,0:17.310,0:16.497,,StÃ©phane SARRAZIN,,VENTURI,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,1.0,1:01.063,0.0,,24.634,0.0,19.111,0.0,17.318,0.0,104.1,1:01.063,16:04:51.324,0:24.634,0:19.111,0:17.318,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,2.0,57.498,0.0,,22.252,0.0,18.22,0.0,17.026,0.0,110.5,1:58.561,16:05:48.822,0:22.252,0:18.220,0:17.026,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,3.0,57.447,0.0,,22.284,0.0,18.132,0.0,17.031,0.0,110.6,2:56.008,16:06:46.269,0:22.284,0:18.132,0:17.031,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,4.0,56.737,0.0,,22.003,0.0,17.875,0.0,16.859,0.0,112.0,3:52.745,16:07:43.006,0:22.003,0:17.875,0:16.859,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,5.0,57.928,0.0,,22.183,0.0,18.805,0.0,16.940,0.0,109.7,4:50.673,16:08:40.934,0:22.183,0:18.805,0:16.940,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,6.0,56.579,0.0,,21.794,0.0,17.947,0.0,16.838,0.0,112.3,5:47.252,16:09:37.513,0:21.794,0:17.947,0:16.838,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,7.0,56.694,0.0,,22.006,0.0,17.914,0.0,16.774,0.0,112.1,6:43.946,16:10:34.207,0:22.006,0:17.914,0:16.774,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,8.0,57.325,0.0,,22.463,0.0,17.962,0.0,16.900,0.0,110.8,7:41.271,16:11:31.532,0:22.463,0:17.962,0:16.900,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,9.0,56.768,0.0,,21.976,0.0,18.09,0.0,16.702,0.0,111.9,8:38.039,16:12:28.300,0:21.976,0:18.090,0:16.702,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,10.0,57.403,0.0,,22.289,0.0,18.237000000000002,0.0,16.877,0.0,110.7,9:35.442,16:13:25.703,0:22.289,0:18.237,0:16.877,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,11.0,56.346,0.0,,21.632,0.0,18.02,0.0,16.694,0.0,112.8,10:31.788,16:14:22.049,0:21.632,0:18.020,0:16.694,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,12.0,57.375,0.0,,22.576,0.0,17.941,0.0,16.858,0.0,110.7,11:29.163,16:15:19.424,0:22.576,0:17.941,0:16.858,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,13.0,56.376,0.0,,21.554,0.0,17.999000000000002,0.0,16.823,0.0,112.7,12:25.539,16:16:15.800,0:21.554,0:17.999,0:16.823,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,14.0,56.140,0.0,,21.614,0.0,17.83,0.0,16.696,0.0,113.2,13:21.679,16:17:11.940,0:21.614,0:17.830,0:16.696,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,15.0,57.302,0.0,,22.445,0.0,18.049,0.0,16.808,0.0,110.9,14:18.981,16:18:09.242,0:22.445,0:18.049,0:16.808,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,16.0,56.581,0.0,,21.957,0.0,17.816,0.0,16.808,0.0,112.3,15:15.562,16:19:05.823,0:21.957,0:17.816,0:16.808,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,17.0,58.264,0.0,,23.323,0.0,18.008,0.0,16.933,0.0,109.1,16:13.826,16:20:04.087,0:23.323,0:18.008,0:16.933,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,18.0,56.888,0.0,,22.020,0.0,18.089000000000002,0.0,16.779,0.0,111.7,17:10.714,16:21:00.975,0:22.020,0:18.089,0:16.779,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,19.0,57.216,0.0,,22.298,0.0,18.176,0.0,16.742,0.0,111.1,18:07.930,16:21:58.191,0:22.298,0:18.176,0:16.742,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,20.0,56.790,0.0,,22.088,0.0,17.871,0.0,16.831,0.0,111.9,19:04.720,16:22:54.981,0:22.088,0:17.871,0:16.831,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,21.0,1:48.516,0.0,B,22.524,0.0,18.124000000000002,0.0,1:07.868,0.0,58.6,20:53.236,16:24:43.497,0:22.524,0:18.124,1:07.868,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,22.0,1:52.702,0.0,,34.739,0.0,40.845,0.0,37.118,0.0,56.4,22:45.938,16:26:36.199,0:34.739,0:40.845,0:37.118,,Adam CARROLL,0:00:58.885,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,23.0,2:02.415,0.0,,42.672,0.0,45.233999999999995,0.0,34.509,0.0,51.9,24:48.353,16:28:38.614,0:42.672,0:45.234,0:34.509,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,24.0,1:14.233,0.0,,36.860,0.0,19.629,0.0,17.744,0.0,85.6,26:02.586,16:29:52.847,0:36.860,0:19.629,0:17.744,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,25.0,1:10.608,0.0,,23.435,0.0,28.316999999999997,0.0,18.856,0.0,90.0,27:13.194,16:31:03.455,0:23.435,0:28.317,0:18.856,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,26.0,58.547,0.0,,22.587,0.0,18.570999999999998,0.0,17.389,0.0,108.5,28:11.741,16:32:02.002,0:22.587,0:18.571,0:17.389,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,27.0,57.758,0.0,,22.588,0.0,18.249000000000002,0.0,16.921,0.0,110.0,29:09.499,16:32:59.760,0:22.588,0:18.249,0:16.921,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,28.0,57.125,0.0,,21.818,0.0,18.485,0.0,16.822,0.0,111.2,30:06.624,16:33:56.885,0:21.818,0:18.485,0:16.822,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,29.0,57.988,0.0,,22.425,0.0,18.616,0.0,16.947,0.0,109.6,31:04.612,16:34:54.873,0:22.425,0:18.616,0:16.947,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,30.0,57.561,0.0,,22.353,0.0,18.248,0.0,16.960,0.0,110.4,32:02.173,16:35:52.434,0:22.353,0:18.248,0:16.960,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,31.0,57.568,0.0,,21.982,0.0,18.685,0.0,16.901,0.0,110.4,32:59.741,16:36:50.002,0:21.982,0:18.685,0:16.901,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,32.0,57.373,0.0,,21.926,0.0,18.578,0.0,16.869,0.0,110.7,33:57.114,16:37:47.375,0:21.926,0:18.578,0:16.869,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,33.0,57.166,0.0,,21.739,0.0,18.695999999999998,0.0,16.731,0.0,111.1,34:54.280,16:38:44.541,0:21.739,0:18.696,0:16.731,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,34.0,57.255,0.0,,22.074,0.0,18.25,0.0,16.931,0.0,111.0,35:51.535,16:39:41.796,0:22.074,0:18.250,0:16.931,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,35.0,57.461,0.0,,22.390,0.0,18.244,0.0,16.827,0.0,110.6,36:48.996,16:40:39.257,0:22.390,0:18.244,0:16.827,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,36.0,56.957,0.0,,21.792,0.0,18.395,0.0,16.770,0.0,111.6,37:45.953,16:41:36.214,0:21.792,0:18.395,0:16.770,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,37.0,56.914,0.0,,21.942,0.0,18.135,0.0,16.837,0.0,111.6,38:42.867,16:42:33.128,0:21.942,0:18.135,0:16.837,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,38.0,57.940,0.0,,22.317,0.0,18.554000000000002,0.0,17.069,0.0,109.7,39:40.807,16:43:31.068,0:22.317,0:18.554,0:17.069,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,39.0,57.463,0.0,,21.981,0.0,18.588,0.0,16.894,0.0,110.6,40:38.270,16:44:28.531,0:21.981,0:18.588,0:16.894,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,40.0,57.647,0.0,,22.239,0.0,18.523,0.0,16.885,0.0,110.2,41:35.917,16:45:26.178,0:22.239,0:18.523,0:16.885,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,41.0,57.650,0.0,,22.545,0.0,18.17,0.0,16.935,0.0,110.2,42:33.567,16:46:23.828,0:22.545,0:18.170,0:16.935,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,42.0,57.668,0.0,,22.181,0.0,18.704,0.0,16.783,0.0,110.2,43:31.235,16:47:21.496,0:22.181,0:18.704,0:16.783,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,43.0,58.122,0.0,,22.557,0.0,18.746,0.0,16.819,0.0,109.3,44:29.357,16:48:19.618,0:22.557,0:18.746,0:16.819,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,44.0,58.409,0.0,,22.916,0.0,18.653,0.0,16.840,0.0,108.8,45:27.766,16:49:18.027,0:22.916,0:18.653,0:16.840,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,45.0,59.237,0.0,,22.355,0.0,18.247,0.0,18.635,0.0,107.3,46:27.003,16:50:17.264,0:22.355,0:18.247,0:18.635,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,46.0,56.624,0.0,,21.963,0.0,18.003,0.0,16.658,2.0,112.2,47:23.627,16:51:13.888,0:21.963,0:18.003,0:16.658,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,47.0,56.312,0.0,,21.671,0.0,17.928,0.0,16.713,0.0,112.8,48:19.939,16:52:10.200,0:21.671,0:17.928,0:16.713,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,48.0,56.478,0.0,,21.692,0.0,17.958,0.0,16.828,0.0,112.5,49:16.417,16:53:06.678,0:21.692,0:17.958,0:16.828,,Adam CARROLL,,JAGUAR,,,
,,,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Monaco\Race\23_Analysis_Race (26).CSV,47.0,0.0,49.0,56.034,0.0,,21.526,0.0,17.801,0.0,16.707,0.0,113.4,50:12.451,16:54:02.712,0:21.526,0:17.801,0:16.707,,Adam CARROLL,,JAGUAR,,,
