,DRIVER_NAME,location,season_year,match_name,match_type,GROUP,TEAM,mean_KPH,std_KPH,med_KPH,max_KPH,min_KPH,range_KPH,skew_KPH,mean_S1,std_S1,med_S1,max_S1,min_S1,range_S1,skew_S1,mean_S2,std_S2,med_S2,max_S2,min_S2,range_S2,skew_S2,mean_S3,std_S3,med_S3,max_S3,min_S3,range_S3,skew_S3,Total_Lap_Num,PIT_TIME_cnt,cnt_CROSSING_FINISH_LINE_IN_PIT,DATE_ONLY,mean_air_temp,std_air_temp,med_air_temp,max_air_temp,min_air_temp,range_air_temp,skew_air_temp,mean_track_temp,std_track_temp,med_track_temp,max_track_temp,min_track_temp,range_track_temp,skew_track_temp,mean_HUMIDITY,std_HUMIDITY,med_HUMIDITY,max_HUMIDITY,min_HUMIDITY,range_HUMIDITY,skew_HUMIDITY,mean_PRESSURE,std_PRESSURE,med_PRESSURE,max_PRESSURE,min_PRESSURE,range_PRESSURE,skew_PRESSURE,mean_WIND_SPEED,std_WIND_SPEED,med_WIND_SPEED,max_WIND_SPEED,min_WIND_SPEED,range_WIND_SPEED,skew_WIND_SPEED
951,Maro ENGEL,Montreal2,2016-2017,Qualifying 2 Group 1,Q,1.0,Venturi Formula E Team,89.66666666666669,40.47101843706597,107.8,117.9,43.3,74.60000000000002,-1.6114832268364032,75097.66666666669,80320.24876289499,29679.0,167837.0,27777.0,140060.0,1.7309582138089499,30909.66666666667,1450.8608938603786,31535.0,31943.0,29251.0,2692.000000000004,-1.5792334132630632,28584.33333333333,1844.412462908808,28501.0,30469.0,26783.0,3686.0,0.20290173393081695,3.0,3,0,07/30/2017,25.012344444444437,0.13355767816499825,25.0,25.2222,24.8333,0.3888999999999996,0.023392939711857783,40.50929999999999,0.15573798875950945,40.5556,40.5556,40.0,0.5555999999999983,-3.1478208882910215,52.80555555555556,0.40138648595974336,53.0,53.0,52.0,1.0,-1.6120593148079068,1014.0250000000001,0.027307769694894485,1014.035,1014.05,1013.99,0.05999999999994543,-0.3476263610756115,2.9175675,1.5084037658822844,3.1828,6.3656,0.0,6.3656,0.532882204026327
952,Maro ENGEL,Montreal,2016-2017,Qualifying 1 Group 4,Q,4.0,Venturi Formula E Team,92.2,30.47096979093379,103.0,115.8,57.8,58.0,-1.3945942972818783,56683.33333333334,46368.193110507695,31472.0,110195.0,28383.0,81812.0,1.7234069470870657,31154.66666666667,1289.8039902765595,31807.0,31988.000000000004,29669.0,2319.000000000004,-1.6937568689470246,29550.33333333333,2625.158725359924,28892.0,32442.0,27317.0,5125.000000000005,1.0575317956522121,3.0,3,0,07/29/2017,21.607942857142852,0.1102572507572092,21.6111,21.7778,21.4444,0.3333999999999975,0.03541278028231038,37.12697142857144,0.21241501216947342,37.2222,37.2222,36.6667,0.5555000000000021,-1.8226897558340671,56.51428571428571,0.5070925528371121,57.0,57.0,56.0,1.0,-0.05975838164745942,1012.5614285714282,0.029320024992281497,1012.56,1012.6,1012.53,0.07000000000005002,0.2817193898331787,4.334673714285715,2.064479119675705,4.24374,8.48747,1.06093,7.42654,0.4820885899525885
954,Maro ENGEL,Newyork,2016-2017,Qualifying 1 Group 4,Q,4.0,Venturi Formula E Team,72.44999999999997,25.66797615707168,72.44999999999997,90.6,54.3,36.3,0.0,55962.0,36130.32809150784,55962.0,81510.0,30414.0,51096.0,0.0,20658.0,48.08326112068009,20658.0,20692.0,20624.000000000004,67.99999999999272,0.0,26861.0,463.86204845837517,26861.0,27189.0,26533.0,656.0,0.0,2.0,2,0,07/15/2017,27.30159142857144,0.07889073371154792,27.3333,27.3889,27.1667,0.22220000000000084,-0.4344060883198948,30.825414285714277,0.4739226271815086,30.5556,31.6667,30.0,1.6666999999999987,0.04700450978763164,73.37142857142857,0.4902408943099016,73.0,74.0,73.0,1.0,0.556312775806256,1012.3451428571435,0.038909505006291145,1012.33,1012.39,1012.26,0.12999999999999545,-0.34364466776804226,2.606867714285715,1.1020413764947243,2.12187,5.30467,1.06093,4.24374,0.7888870827619427
956,Maro ENGEL,newyork2,2016-2017,Non Qualifying Practice 3,FP1,4.0,Venturi Formula E Team,89.90416666666668,26.419713969531994,99.45,112.6,11.4,101.2,-1.7760407116195414,29743.375,11759.933550583115,26243.0,84031.0,24766.0,59265.0,4.6406926142442355,19548.041666666668,2059.161553287219,18734.0,25518.0,17367.0,8151.0,1.7199468838230978,54948.08333333334,112435.84547059897,22535.0,564668.0,20292.0,544376.0,4.430829848104675,24.0,24,4,07/16/2017,22.431793656716497,0.24481780399028125,22.4444,22.7778,22.0556,0.7222000000000008,-0.08072182634142139,26.111100000000064,0.0,26.1111,26.1111,26.1111,0.0,0.0,79.96268656716418,0.6693584207279366,80.0,81.0,79.0,2.0,0.04284316433903658,1013.6795149253677,0.0712656301352157,1013.72,1013.82,1013.55,0.2700000000000955,-0.21882973441756232,3.337192014925369,1.3762994524550727,3.1828,7.426539999999999,0.0,7.426539999999999,0.4114038612058943
957,Maro ENGEL,newyork2,2016-2017,Qualifying 2 Group 4,Q,4.0,Venturi Formula E Team,93.86666666666667,20.59182685759896,97.5,112.4,71.7,40.7,-0.7692846216129596,35957.666666666664,16332.030686149636,28502.0,54687.0,24684.0,30003.0,1.6261699961628509,19143.666666666668,1404.5541404066016,19934.0,19975.0,17522.000000000004,2452.999999999997,-1.7303905887100546,22486.0,1832.5072987576334,23445.0,23640.0,20373.0,3267.0,-1.7100125099230987,3.0,3,0,07/16/2017,24.27779999999999,0.0,24.2778,24.2778,24.2778,0.0,0.0,26.666699999999995,0.0,26.6667,26.6667,26.6667,0.0,0.0,76.0,0.0,76.0,76.0,76.0,0.0,0.0,1013.6502857142859,0.02050619910365797,1013.65,1013.68,1013.61,0.06999999999993634,-0.5182400991310867,1.2124928571428566,0.37667168297643844,1.06093,2.12187,1.06093,1.06094,2.133801027704809
958,Maro ENGEL,Berlin,2017-2018,Qualifying Group 2,Q,2.0,Venturi Formula E Team,90.56666666666666,39.40131131489577,103.6,121.8,46.3,75.5,-1.3256569269373348,62428.33333333334,60677.88501038359,29571.0,132449.0,25265.0,107184.0,1.7222429899713818,24854.0,2754.824132317703,26118.000000000004,26750.0,21694.000000000004,5055.999999999995,-1.6300591617118798,25322.33333333333,1761.0818644609715,26315.0,26363.000000000004,23289.0,3074.000000000004,-1.7306033597213508,3.0,3,0,05/19/2018,20.564833333333333,0.0418098871879214,20.5556,20.6111,20.5,0.11110000000000042,-0.3152520381074976,20.5556,0.0,20.5556,20.5556,20.5556,0.0,0.0,42.0,0.0,42.0,42.0,42.0,0.0,0.0,1015.0583333333334,0.0343025752191711,1015.07,1015.1,1015.0,0.10000000000002274,-0.9480701157658755,4.774203333333333,2.9054877842707696,4.774205,8.48747,1.06093,7.42654,-2.4780707261132944e-06
959,Maro ENGEL,Marrakesh,2017-2018,Qualifying Group 2,Q,2.0,Venturi Formula E Team,97.56666666666666,46.35971670894175,115.6,132.2,44.9,87.29999999999998,-1.4855809746030266,79186.33333333331,86676.49465301036,29785.0,179269.0,28505.0,150764.0,1.731625874485773,38434.333333333336,2939.886789203513,39022.0,41036.0,35245.0,5791.0,-0.8635814717455913,19637.666666666668,2289.8777987773365,20049.0,21694.000000000004,17170.0,4524.000000000005,-0.7822570926051777,3.0,3,0,01/13/2018,11.101849999999999,0.02265778012074446,11.1111,11.1111,11.0556,0.05550000000000033,-2.449489742782884,13.888900000000001,0.0,13.8889,13.8889,13.8889,0.0,0.0,92.66666666666667,0.5163977794943199,93.0,93.0,92.0,1.0,-0.9682458365518958,964.3646666666667,0.017557524502865105,964.3760000000001,964.3760000000001,964.342,0.0340000000001055,-0.968245836551854,2.652335,1.1127184920679623,2.652335,4.24374,1.06093,3.18281,0.0
960,Maro ENGEL,Mexico city,2017-2018,Qualifying Group 1,Q,1.0,Venturi Formula E Team,83.4,49.368410952753976,101.2,121.4,27.6,93.8,-1.411571450106912,82668.33333333331,115898.68549872914,17073.0,216488.0,14444.0,202044.0,1.7310482391444182,32943.333333333336,3960.767770689585,34156.0,36156.0,28518.0,7638.0,-1.2486119059759695,20786.33333333333,1485.000448933714,21234.0,21996.0,19129.0,2867.0,-1.2332839954488637,3.0,3,0,03/03/2018,22.0,0.0,22.0,22.0,22.0,0.0,0.0,33.5185,0.28691060628704473,33.3333,33.8889,33.3333,0.5555999999999983,0.9682458365518172,48.666666666666664,0.5163977794943223,49.0,49.0,48.0,1.0,-0.9682458365518337,783.1025,0.05641542342304443,783.0854999999999,783.17,783.035,0.1349999999999909,0.3882232938682742,3.1828016666666663,1.5003886657985213,3.1828,5.30467,1.06093,4.24374,-1.999481912676412e-06
961,Maro ENGEL,Newyork2,2017-2018,Qualifying 2 Group 3,Q,3.0,Venturi Formula E Team,74.3,45.434238191038276,93.0,107.4,22.5,84.9,-1.5383746765960593,75302.33333333331,79123.66240470251,29874.0,166666.0,29367.0,137299.0,1.7319708030627845,28029.33333333333,2769.75528401578,27607.0,30986.0,25495.0,5491.0,0.6702082601518863,28247.0,3236.6465670505304,29071.0,30992.0,24678.0,6313.999999999996,-1.0713781562871438,3.0,3,0,07/15/2018,22.75556,0.030453374197286193,22.7778,22.7778,22.7222,0.05559999999999832,-0.6085806194500678,23.44442,0.24847187365977563,23.3333,23.8889,23.3333,0.5555999999999983,2.236067977499789,89.0,0.0,89.0,89.0,89.0,0.0,0.0,1014.9399999999999,0.0489897948556821,1014.93,1015.0,1014.87,0.12999999999999545,-0.36146984050828396,1.0609319999999998,0.7501943329031485,1.06093,2.12187,0.0,2.12187,1.9994819132959733e-05
962,Maro ENGEL,Newyork,2017-2018,Qualifying 1 Group 3,Q,3.0,Venturi Formula E Team,92.36666666666667,21.30547660422862,89.4,115.0,72.7,42.3,0.6144503284387972,56582.0,44411.117031662245,34612.0,107696.0,27438.0,80258.0,1.68134372510327,27309.0,3395.9051812440252,28745.0,29751.0,23431.0,6320.0,-1.5626213410501637,27982.0,4051.1624257736207,29354.0,31169.0,23423.0,7746.0,-1.3492092590559173,3.0,3,0,07/14/2018,29.5,0.04973015181959322,29.5,29.5556,29.4444,0.11119999999999663,0.0,40.64818333333333,0.2267819253526773,40.5556,41.1111,40.5556,0.5555000000000021,2.449489742783249,59.666666666666664,0.5163977794943216,60.0,60.0,59.0,1.0,-0.9682458365518337,1018.0949999999999,0.04549725266429687,1018.1,1018.15,1018.02,0.12999999999999545,-0.7358303833477673,4.066915,1.4101498754635975,4.24374,6.3656,2.12187,4.243729999999999,0.440048806995228
963,Maro ENGEL,Paris,2017-2018,Qualifying Group 4,Q,4.0,Venturi Formula E Team,83.3,32.024365723617386,89.3,111.9,48.7,63.2,-0.8135126032042486,31244.33333333333,23378.09308590701,18284.0,58232.0,17217.0,41015.0,1.7279926438637443,27387.33333333333,3032.7285294489093,27487.0,30369.0,24306.0,6063.000000000004,-0.14772690848158387,25716.66666666667,4757.271311722019,28178.0,28739.0,20233.0,8506.0,-1.7049929778805408,3.0,3,0,04/28/2018,15.333333333333334,0.049685437168920404,15.3333,15.3889,15.2778,0.11110000000000042,0.0015094960870350078,21.666699999999995,0.0,21.6667,21.6667,21.6667,0.0,0.0,59.833333333333336,0.408248290463864,60.0,60.0,59.0,1.0,-2.4494897427832036,1007.1533333333333,0.025819888974683604,1007.15,1007.18,1007.11,0.06999999999993634,-0.7591047358566534,1.7682216666666664,0.8662506165866012,1.5914,3.1828,1.06093,2.12187,0.8573120593446387
964,Maro ENGEL,Paris,2017-2018,Super Pole,Q,4.0,Venturi Formula E Team,64.9,67.0337228564847,64.9,112.3,17.5,94.8,0.0,140582.5,174677.295263294,140582.5,264098.0,17067.0,247031.0,0.0,25647.0,1919.08780414029,25647.0,27004.0,24290.0,2714.0,0.0,23193.0,4255.368609180643,23193.0,26202.0,20184.0,6018.0,0.0,2.0,2,0,04/28/2018,15.21112,0.057378253720377435,15.2222,15.2778,15.1111,0.16669999999999874,-0.27206388871292525,22.222199999999997,0.0,22.2222,22.2222,22.2222,0.0,0.0,60.5,0.5270462766947305,60.5,61.0,60.0,1.0,0.0,1007.2060000000001,0.0455094617756863,1007.21,1007.28,1007.15,0.12999999999999545,0.6252531783825575,3.3949890000000003,1.3967854949645395,3.1828,5.30467,1.06093,4.24374,-0.08764276013584142
965,Maro ENGEL,Punta,2017-2018,Qualifying Group 1,Q,1.0,Venturi Formula E Team,92.4,48.80891312045373,103.8,134.5,38.9,95.6,-0.9937012413655194,78849.33333333331,94697.48140966227,27410.0,188134.0,21004.0,167130.0,1.7231382358488396,30994.0,4803.745517822523,32705.0,34708.0,25569.000000000004,9138.999999999996,-1.3994719186909208,33069.333333333336,4587.818690111167,34449.0,36809.0,27950.0,8859.0,-1.2308758429260511,3.0,3,0,03/17/2018,27.527783333333335,0.13027843131795333,27.5278,27.7222,27.3889,0.33330000000000126,0.3485846424613551,32.5,0.3043146529498687,32.5,32.7778,32.2222,0.5555999999999983,0.0,61.333333333333336,0.5163977794943216,61.0,62.0,61.0,1.0,0.9682458365518337,1008.685,0.025099800796034088,1008.7,1008.7,1008.64,0.06000000000005912,-1.5367224976998421,2.475511666666666,2.8203047666194987,1.06093,7.426539999999999,0.0,7.426539999999999,1.3804996353333
966,Maro ENGEL,Rome,2017-2018,Qualifying Group 1,Q,1.0,Venturi Formula E Team,70.39999999999998,48.99724482049984,92.1,104.8,14.3,90.5,-1.602059243783408,75365.0,75623.7667668042,33005.0,162675.0,30415.0,132260.0,1.7297655087422557,31726.0,1909.6316398719412,32769.0,32887.0,29522.0,3365.0,-1.7246136813162316,42627.333333333336,3908.882747452697,43768.0,45839.0,38275.0,7564.0,-1.2013400283575864,3.0,3,0,04/14/2018,23.0,0.0,23.0,23.0,23.0,0.0,0.0,29.4444,0.0,29.4444,29.4444,29.4444,0.0,0.0,54.4,0.5477225575051652,54.0,55.0,54.0,1.0,0.6085806194501975,1010.1600000000001,0.05385164807132619,1010.16,1010.23,1010.09,0.13999999999998636,0.0,2.758428,0.5810952929339559,3.1828,3.1828,2.12187,1.06093,-0.6085806194501846
967,Maro ENGEL,Santiago,2017-2018,Qualifying Group 3,Q,3.0,Venturi Formula E Team,88.83333333333331,26.986169297129468,96.3,111.3,58.9,52.4,-1.1497655170200316,43509.66666666666,35506.08073743613,23859.0,84497.0,22173.0,62324.0,1.7276582163695955,28733.0,2369.8145497063692,30024.0,30177.0,25998.0,4179.0,-1.7239322545007802,35482.666666666664,3452.3084064627437,36266.0,38476.0,31706.0,6770.0,-0.9684876813095986,3.0,3,0,03/02/2018,24.120366666666666,0.022698604949790386,24.1111,24.1667,24.1111,0.05559999999999832,2.449489742783413,36.1111,0.0,36.1111,36.1111,36.1111,0.0,0.0,65.5,0.5477225575051661,65.5,66.0,65.0,1.0,0.0,945.632,0.018622566955153522,945.632,945.6489999999999,945.615,0.03399999999987813,0.0,1.768225,0.866249800086557,2.12187,2.12187,0.0,2.12187,-2.449489742783178
968,Maro ENGEL,Zurich,2017-2018,Qualifying Group 3,Q,3.0,Venturi Formula E Team,96.46666666666664,24.980859339368887,97.9,120.7,70.8,49.90000000000001,-0.25734765739064425,35981.333333333336,17041.321965544026,28613.0,55467.0,23864.0,31603.0,1.5819554790983532,38148.0,8067.651021208095,38091.0,46244.0,30109.0,16135.0,0.031792053896242845,22388.33333333333,2445.209670628133,23683.000000000004,23914.0,19568.0,4346.000000000005,-1.7146767698947933,3.0,3,0,10/06/2018,27.91665,0.030398601941539156,27.91665,27.9444,27.8889,0.0555000000000021,0.0,33.3333,0.0,33.3333,33.3333,33.3333,0.0,0.0,49.666666666666664,0.8164965809277263,49.5,51.0,49.0,2.0,0.8573214099741253,963.2863333333333,0.025594270192111655,963.2919999999999,963.326,963.258,0.06799999999998363,0.3125699596056835,2.4755116666666663,1.857897315778422,2.652335,5.30467,0.0,5.30467,0.24827932703918426
969,Maro Engel,Hong Kong2,2017-2018,Non Qualifying Practice 3,FP1,2.0,Venturi Formula E Team,92.31764705882355,18.166193553832187,101.1,105.9,21.0,84.9,-2.3758114796973016,21988.529411764706,8608.089483719066,18785.5,50526.0,18062.0,32464.0,2.735765871038373,23278.735294117647,2277.924338393146,22441.0,31218.000000000004,21186.0,10032.000000000004,1.7515306506324513,34665.85294117647,43172.91054980374,24940.5,275754.0,23905.0,251849.0,5.60822435554604,34.0,34,2,03/12/2017,20.956984962406004,0.18380294287837373,20.9444,21.2222,20.6111,0.6111000000000004,-0.19996929128688978,24.872587969924783,0.23401318622340103,25.0,25.0,24.4444,0.5555999999999983,-1.2950319182664278,73.84210526315789,0.7656996333422745,74.0,75.0,73.0,2.0,0.2764662045378764,1018.4962406015022,0.06689447058120743,1018.49,1018.66,1018.35,0.30999999999994543,0.3958894629776385,1.2563679323308272,0.8791643928570949,1.06093,3.1828,0.0,3.1828,0.20561914065296966
970,Maro Engel,Hong Kong2,2017-2018,Qualifying 2 Group 2,Q,2.0,Venturi Formula E Team,81.0,30.099999999999994,90.1,105.5,47.4,58.1,-1.2361175745531845,41482.0,39434.58592403374,19464.0,87009.0,17973.0,69036.0,1.7292656537530882,23832.33333333333,2158.454616926965,24880.0,25267.0,21350.0,3917.0,-1.6696213207043746,27657.66666666667,3114.831830666518,28849.0,30001.0,24123.0,5877.999999999996,-1.4693475375423055,3.0,3,0,03/12/2017,22.488877142857135,0.050087300760560456,22.5,22.6111,22.4444,0.16669999999999874,0.6749516134061543,29.07935714285715,0.2675254625437443,28.8889,29.4444,28.8889,0.5555000000000021,0.6921459546543035,72.31428571428572,0.47100821595360715,72.0,73.0,72.0,1.0,0.8363747820020816,1017.5611428571431,0.03644265669359498,1017.54,1017.64,1017.51,0.12999999999999545,0.21987148493887138,2.4856171428571434,0.9257195985050238,2.12187,4.24374,1.06093,3.18281,0.37397010065268016
971,Maro Engel,Hong Kong,2017-2018,Non Qualifying Practice 1,FP1,1.0,Venturi Formula E Team,85.75,24.316577183598966,95.85,103.4,17.5,85.9,-2.0076431698370243,21440.39285714286,7252.762423095976,18851.0,54106.0,18405.0,35701.0,3.7988147590254773,24064.857142857138,4150.695218111154,22858.5,43657.0,21705.0,21952.0,4.204371762110506,51784.0,74550.73014223765,26506.5,333629.0,24569.0,309060.0,3.0146446637265383,28.0,28,3,01/12/2017,78.2745688953494,318.93366710970867,19.0,1802.61,18.3333,1784.2767,5.225431920855145,25.620549418604426,9.037335556716709,23.8889,73.8889,23.3333,50.555600000000005,5.147002355556013,81.15770348837209,32.70263872648572,75.0,255.0,74.0,181.0,5.129958140598661,985.1992805232446,181.18445505207535,1018.56,1019.07,0.0,1019.07,-5.2575117905910425,10.753901351743858,48.06652115505871,2.12187,270.538,0.0,270.538,5.219593189909281
972,Maro Engel,Hong Kong,2017-2018,Non Qualifying Practice 2,FP2,1.0,Venturi Formula E Team,88.01363636363634,18.805022010459144,91.75,103.7,27.6,76.1,-2.2291969707708144,22941.545454545456,15993.850567453292,18800.5,94071.0,18007.0,76064.0,4.590720763301945,25471.272727272728,4339.369892615177,24245.5,41203.0,21702.0,19501.0,2.4771696388968607,35266.86363636364,37124.75612014871,26036.0,200779.0,24208.0,176571.0,4.626508754655073,22.0,22,1,02/12/2017,21.74201896551724,0.5075982796003726,22.0556,22.2222,20.7222,1.5,-0.7534382237454176,27.19668908045987,0.5369942026643338,27.2222,27.7778,26.1111,1.6666999999999987,-0.4123650840134461,67.89080459770115,1.1146042802185994,67.0,70.0,67.0,3.0,0.927492459628241,1019.4675287356321,0.05756310215906245,1019.47,1019.54,1019.37,0.16999999999995907,-0.3420349732842399,1.2316576436781628,0.95947785213238,1.06093,4.24374,0.0,4.24374,0.4819879583133518
973,Maro Engel,Hong Kong,2017-2018,Qualifying 1 Group 1,Q,1.0,Venturi Formula E Team,70.16666666666667,41.20101131444874,83.3,103.2,24.0,79.2,-1.288679056427445,87235.66666666669,118246.365958254,19726.0,223772.0,18209.0,205563.0,1.7317301058700914,26913.33333333333,5636.195200073656,26051.0,32931.0,21758.000000000004,11172.999999999995,0.6723795390031602,27146.0,1979.1705333295565,27732.0,28766.0,24940.0,3826.0,-1.215572883022373,3.0,3,0,02/12/2017,23.638905555555564,0.0733258829548669,23.6389,23.7778,23.5556,0.22220000000000084,0.23691002651434634,31.6667,0.0,31.6667,31.6667,31.6667,0.0,0.0,63.72222222222222,0.701472374412204,64.0,65.0,63.0,2.0,0.44904193496987593,1018.9333333333333,0.022424476423287574,1018.93,1018.96,1018.9,0.06000000000005912,-0.18600759793551963,1.9745147222222224,1.050357090605683,2.12187,5.30467,0.0,5.30467,0.8539017237460707
1011,Mike CONWAY,Paris,2016-2017,Qualifying Group 2,Q,2.0,Faraday Future Dragon Racing,95.23333333333332,17.778170134559225,100.2,110.0,75.5,34.5,-1.159042275455619,24862.33333333333,12400.643625769322,18322.0,39164.0,17101.0,22063.0,1.7131788493327251,27327.0,2369.423347567928,27536.0,29585.0,24860.0,4725.0,-0.39384369412962417,22272.66666666667,1245.051940014286,22825.0,23146.0,20847.0,2299.000000000004,-1.603427735543836,3.0,3,0,05/20/2017,15.064816666666667,0.09569004998779483,15.0556,15.2222,14.9444,0.27780000000000094,0.6770821677234028,24.074066666666667,0.28685896650909737,23.8889,24.4444,23.8889,0.5555000000000021,0.9682458365518544,70.16666666666667,0.4082482904638627,70.0,71.0,70.0,1.0,2.4494897427831273,1017.4000000000001,0.05830951894849801,1017.395,1017.48,1017.31,0.17000000000007276,-0.2542214321013558,7.24205,4.288229739172097,6.43738,14.4841,3.21869,11.26541,0.9990211588880358
1013,Mitch EVANS,Berlin2,2016-2017,Qualifying 2 Group 3,Q,3.0,Panasonic Jaguar Racing,86.53333333333335,40.762278313820154,98.6,119.9,41.1,78.80000000000003,-1.2153794915820844,67055.33333333331,66071.6119474418,32414.0,143244.0,25508.0,117736.0,1.710786969442194,24083.66666666667,4243.3748754185435,25024.0,27778.000000000004,19449.0,8329.000000000004,-0.9482322594196242,25893.33333333333,2618.807807635629,25660.0,28621.0,23399.0,5222.0,0.39776283733484813,3.0,3,0,11/06/2017,25.8222,0.09937924833686404,25.8333,25.9444,25.7222,0.22220000000000084,0.052174623127075534,55.22224,0.49694374731955177,55.5556,55.5556,54.4444,1.1111999999999966,-1.2577882373436315,52.6,0.547722557505166,53.0,53.0,52.0,1.0,-0.6085806194501975,1012.7959999999999,0.028809720581795373,1012.8,1012.84,1012.77,0.07000000000005002,0.8740356512803582,5.149912,4.318343671643099,3.21869,12.8748,3.21869,9.65611,2.23606797749979
1014,Mitch EVANS,Berlin,2016-2017,Qualifying 1 Group 3,Q,3.0,Panasonic Jaguar Racing,86.3,43.879494071832696,104.2,118.4,36.3,82.10000000000002,-1.5302265993717727,75949.0,82931.57873210902,30164.0,171680.0,26003.0,145677.0,1.7271467585981353,23597.33333333333,3628.583378308032,24094.0,26952.0,19746.0,7206.0,-0.6044031078541032,25085.66666666667,2051.654048160493,24393.0,27394.000000000004,23470.0,3924.000000000004,1.346091853394109,3.0,3,0,10/06/2017,20.822219999999998,0.04647049601629008,20.8333,20.8889,20.7778,0.11110000000000042,0.5144370747416032,48.1111,0.3042598806941207,48.3333,48.3333,47.7778,0.5555000000000021,-0.6085806194501846,60.6,0.5477225575051664,61.0,61.0,60.0,1.0,-0.6085806194501976,1014.0780000000001,0.055407580708815206,1014.09,1014.13,1014.02,0.11000000000001364,-0.26278462983863493,10.2998,2.6929486631943047,9.65606,14.4841,8.04672,6.437379999999999,1.0885173345818064
1015,Mitch EVANS,Buenos,2016-2017,Groups Qualifying Session,Q,1.0,Panasonic Jaguar Racing,81.2,52.93322837940896,90.65,128.5,15.0,113.5,-0.6159628973812362,35515.75,32230.647313543053,20262.0,83786.0,17753.0,66033.0,1.9814497696308115,26772.25,2985.621361905536,26537.5,30148.0,23866.0,6282.0,0.228316774581,158852.75,257188.42243819995,31449.0,544627.0,27886.0,516741.0,1.99973885702005,4.0,4,1,02/18/2017,26.299227272727283,0.06799764142160165,26.2778,26.4444,26.2222,0.22220000000000084,0.6342377874509968,26.25,0.24336324271955392,26.1111,26.6667,26.1111,0.5555999999999983,1.1958608382118507,74.93181818181819,0.8995535655735869,75.0,76.0,73.0,3.0,-0.6650059282205547,1008.2361363636362,0.12620057695465148,1008.23,1008.47,1008.03,0.44000000000005457,0.053279296184235506,4.462272045454547,2.0493503007046026,4.82803,8.04672,0.0,8.04672,0.0950713975400268
1016,Mitch EVANS,HongKong,2016-2017,Groups Qualifying Session,Q,3.0,Panasonic Jaguar Racing,58.16,50.03861508874921,83.0,103.7,3.8,99.9,-0.5115019277681897,361376.0,761501.7322383448,19135.0,1723573.0,18197.0,1705376.0,2.2359146834128247,25676.0,5927.679858089505,25354.0,35451.0,20681.0,14770.000000000005,1.4408938694649147,340241.4,697445.9066797224,29265.0,1587865.0,25642.0,1562223.0,2.236018099667125,5.0,5,1,09/10/2016,29.94280735294118,0.31338182962507094,29.9444,30.7222,29.5,1.2222000000000008,1.0025141701742721,40.83334117647062,0.839526242775678,40.5556,42.2222,40.0,2.222200000000001,0.4544976910291226,67.80882352941177,0.7581862280818774,68.0,69.0,66.0,3.0,-0.9327191856076539,1007.6577941176472,0.23065672360447476,1007.72,1007.93,1007.25,0.67999999999995,-0.4833089117008939,3.5263564705882375,1.8705585894966228,3.21869,8.04672,0.0,8.04672,0.26061598781837797
1018,Mitch EVANS,Marrakesh,2016-2017,Groups Qualifying Session,Q,2.0,Panasonic Jaguar Racing,71.575,62.46216855025129,70.7,129.9,15.0,114.9,0.010775174741702791,185958.25,309306.4671814186,32452.0,649903.0,29026.0,620877.0,1.9996139464956988,39444.5,2682.963597715528,39751.5,42376.999999999985,35898.0,6478.999999999993,-0.659997197065571,127636.25,216059.12318834552,20703.5,451707.0,17431.0,434276.0,1.99933727004216,4.0,4,1,12/11/2016,19.256183333333333,0.18510877960192557,19.2778,19.5556,18.7778,0.7777999999999992,-0.8167591796767814,22.608022222222218,1.027136870865838,22.7778,23.8889,20.5556,3.3333000000000013,-0.26949788246426803,65.13888888888889,0.9607371508460949,65.0,68.0,64.0,4.0,0.9362068352196428,962.1975277777777,0.15258468114664023,962.2460000000001,962.415,961.9069999999999,0.5080000000000382,-0.49560034585210416,5.096256666666666,2.3242153206816765,4.82803,9.65606,0.0,9.65606,-0.24773473695670023
1019,Mitch EVANS,Mexico,2016-2017,Groups Qualifying Session,Q,1.0,Panasonic Jaguar Racing,79.875,41.07930338584951,86.55,118.5,27.9,90.6,-0.6401477977971016,26009.75,19028.391635921307,17269.0,54505.0,14996.0,39509.0,1.9799211403473915,33703.25,3455.474340328209,34424.0,36794.000000000015,29171.0,7623.000000000007,-0.8513266578617694,69528.75,97797.61159788106,21250.0,216219.0,19396.0,196823.0,1.9994946742383584,4.0,4,1,01/04/2017,27.10183571428572,0.5749678437759033,27.4444,27.7222,26.3889,1.3333000000000013,-0.4067878629524634,21.57409999999999,0.2095698032614051,21.6667,21.6667,21.1111,0.5555999999999983,-1.8558017135458564,31.142857142857142,0.3541688016605738,31.0,32.0,31.0,1.0,2.117634293262182,779.4364761904761,0.19819997761502728,779.4984999999999,779.7189999999999,779.143,0.5759999999999081,-0.1845131351922359,7.165412619047618,1.516477922712184,8.04672,8.04672,3.21869,4.82803,-1.4170199749076227
